0,1
TCGA-DF-A2KU,Altered
TCGA-G3-A25U,Altered
TCGA-ZF-AA4W,Altered
TCGA-GD-A6C6,Unaltered
TCGA-MI-A75I,Unaltered
TCGA-EO-A3B0,Altered
TCGA-BS-A0UV,Altered
TCGA-EE-A29M,Altered
TCGA-W3-AA1V,Altered
TCGA-B5-A3FC,Altered
TCGA-F7-A624,Altered
TCGA-XF-A9SI,Altered
TCGA-AP-A054,Altered
TCGA-BT-A2LA,Altered
TCGA-G4-6588,Altered
TCGA-UF-A7JK,Altered
TCGA-2W-A8YY,Unaltered
TCGA-04-1346,Unaltered
TCGA-A5-A1OK,Unaltered
TCGA-AO-A0JD,Unaltered
TCGA-AP-A051,Unaltered
TCGA-BF-A1PU,Unaltered
TCGA-BF-A5EQ,Unaltered
TCGA-BG-A0M4,Unaltered
TCGA-BR-6566,Unaltered
TCGA-BT-A42E,Unaltered
TCGA-CG-5721,Unaltered
TCGA-D3-A2JC,Unaltered
TCGA-D3-A2JL,Unaltered
TCGA-D3-A3C7,Unaltered
TCGA-D3-A3C8,Unaltered
TCGA-D3-A5GN,Unaltered
TCGA-D3-A8GL,Unaltered
TCGA-D3-A8GP,Unaltered
TCGA-D5-5541,Unaltered
TCGA-D9-A3Z4,Unaltered
TCGA-D9-A6EC,Unaltered
TCGA-D9-A148,Unaltered
TCGA-DH-A7UT,Unaltered
TCGA-EE-A2MT,Unaltered
TCGA-EE-A3AA,Unaltered
TCGA-EE-A29D,Unaltered
TCGA-ER-A19N,Unaltered
TCGA-ER-A198,Unaltered
TCGA-F1-A448,Unaltered
TCGA-FR-A726,Unaltered
TCGA-FS-A1ZB,Unaltered
TCGA-FS-A4F9,Unaltered
TCGA-FZ-5919,Unaltered
TCGA-GN-A8LK,Unaltered
TCGA-HB-A2OT,Unaltered
TCGA-HU-A4G8,Unaltered
TCGA-HU-A4HD,Unaltered
TCGA-JY-A6FE,Unaltered
TCGA-M8-A5N4,Unaltered
TCGA-ND-A4WC,Unaltered
TCGA-W3-AA1Q,Unaltered
TCGA-WE-A8K5,Unaltered
TCGA-WE-A8ZQ,Unaltered
TCGA-WE-AAA3,Unaltered
TCGA-X6-A7WA,Unaltered
TCGA-AG-3574,Unaltered
TCGA-39-5039,Altered
TCGA-LA-A7SW,Altered
TCGA-44-7672,Unaltered
TCGA-55-6712,Unaltered
TCGA-55-8511,Unaltered
TCGA-44-7659,Altered
TCGA-55-7815,Altered
TCGA-67-3772,Altered
TCGA-55-8085,Unaltered
TCGA-78-8660,Unaltered
TCGA-18-4083,Altered
TCGA-AA-A010,Altered
TCGA-34-A5IX,Altered
TCGA-55-1595,Altered
TCGA-MP-A4TF,Altered
TCGA-78-7153,Altered
TCGA-43-2581,Unaltered
TCGA-49-AARO,Unaltered
TCGA-69-7980,Unaltered
TCGA-FI-A2D5,Altered
TCGA-2Y-A9GZ,Altered
TCGA-AA-3984,Altered
TCGA-AG-A002,Altered
TCGA-AZ-4315,Altered
TCGA-55-7574,Unaltered
TCGA-A6-4105,Unaltered
TCGA-AA-3851,Unaltered
TCGA-AP-A056,Unaltered
TCGA-85-8582,Altered
TCGA-55-8620,Altered
TCGA-D1-A17K,Altered
TCGA-W5-AA2O,Altered
TCGA-CA-5796,Altered
TCGA-69-7764,Altered
TCGA-NC-A5HE,Altered
TCGA-49-AAR9,Altered
TCGA-92-7340,Altered
TCGA-55-8205,Altered
TCGA-21-5783,Altered
TCGA-22-5491,Altered
TCGA-37-A5EL,Altered
TCGA-37-3789,Altered
TCGA-AP-A1DO,Altered
TCGA-77-A5G3,Altered
TCGA-78-7146,Altered
TCGA-93-7348,Altered
TCGA-55-6968,Altered
TCGA-55-7907,Altered
TCGA-67-6216,Altered
TCGA-2Y-A9GY,Altered
TCGA-5C-AAPD,Altered
TCGA-55-7728,Altered
TCGA-A2-A3Y0,Altered
TCGA-A7-A4SD,Altered
TCGA-AC-A6IW,Altered
TCGA-AR-A5QQ,Altered
TCGA-66-2786,Altered
TCGA-BH-A0DL,Altered
TCGA-BS-A0UF,Altered
TCGA-CC-A1HT,Altered
TCGA-CC-A7IJ,Altered
TCGA-DD-A1EC,Altered
TCGA-DD-A4NR,Altered
TCGA-DD-A114,Altered
TCGA-DM-A28C,Altered
TCGA-E2-A1II,Altered
TCGA-E2-A1LA,Altered
TCGA-ED-A5KG,Altered
TCGA-EP-A3RK,Altered
TCGA-GJ-A3OU,Altered
TCGA-77-8131,Altered
TCGA-S3-AA10,Altered
TCGA-YA-A8S7,Altered
TCGA-ZU-A8S4,Altered
TCGA-AG-A016,Altered
TCGA-4B-A93V,Altered
TCGA-4N-A93T,Altered
TCGA-05-4250,Altered
TCGA-05-4395,Altered
TCGA-05-4396,Altered
TCGA-05-4405,Altered
TCGA-05-4420,Altered
TCGA-05-4427,Altered
TCGA-5R-AA1C,Altered
TCGA-6A-AB49,Altered
TCGA-18-3406,Altered
TCGA-18-3407,Altered
TCGA-18-3408,Altered
TCGA-18-3410,Altered
TCGA-18-3412,Altered
TCGA-18-3414,Altered
TCGA-18-3415,Altered
TCGA-18-3417,Altered
TCGA-18-3419,Altered
TCGA-18-3421,Altered
TCGA-18-4086,Altered
TCGA-18-4721,Altered
TCGA-18-5592,Altered
TCGA-21-1071,Altered
TCGA-21-1072,Altered
TCGA-21-1075,Altered
TCGA-21-1080,Altered
TCGA-21-1081,Altered
TCGA-21-1082,Altered
TCGA-21-5782,Altered
TCGA-21-5784,Altered
TCGA-21-5786,Altered
TCGA-21-5787,Altered
TCGA-22-A5C4,Altered
TCGA-22-0944,Altered
TCGA-22-1002,Altered
TCGA-22-1011,Altered
TCGA-22-1012,Altered
TCGA-22-1017,Altered
TCGA-22-4591,Altered
TCGA-22-4593,Altered
TCGA-22-4595,Altered
TCGA-22-4599,Altered
TCGA-22-4601,Altered
TCGA-22-4607,Altered
TCGA-22-4613,Altered
TCGA-22-5472,Altered
TCGA-22-5473,Altered
TCGA-22-5477,Altered
TCGA-22-5478,Altered
TCGA-22-5479,Altered
TCGA-22-5480,Altered
TCGA-22-5481,Altered
TCGA-22-5482,Altered
TCGA-22-5483,Altered
TCGA-22-5485,Altered
TCGA-33-A4WN,Altered
TCGA-33-A5GW,Altered
TCGA-33-AAS8,Altered
TCGA-33-AASB,Altered
TCGA-33-AASD,Altered
TCGA-33-AASI,Altered
TCGA-33-AASJ,Altered
TCGA-33-AASL,Altered
TCGA-33-4538,Altered
TCGA-33-4547,Altered
TCGA-33-4566,Altered
TCGA-33-4582,Altered
TCGA-33-4583,Altered
TCGA-33-4586,Altered
TCGA-33-4589,Altered
TCGA-33-6738,Altered
TCGA-34-2596,Altered
TCGA-34-2600,Altered
TCGA-34-5231,Altered
TCGA-34-5236,Altered
TCGA-34-5239,Altered
TCGA-34-5240,Altered
TCGA-34-5241,Altered
TCGA-34-5929,Altered
TCGA-34-7107,Altered
TCGA-34-8455,Altered
TCGA-34-8456,Altered
TCGA-35-3615,Altered
TCGA-37-A5EN,Altered
TCGA-37-3783,Altered
TCGA-37-4132,Altered
TCGA-37-4133,Altered
TCGA-37-5819,Altered
TCGA-38-4628,Altered
TCGA-38-4631,Altered
TCGA-38-6178,Altered
TCGA-39-5016,Altered
TCGA-39-5019,Altered
TCGA-39-5021,Altered
TCGA-39-5024,Altered
TCGA-39-5027,Altered
TCGA-39-5028,Altered
TCGA-39-5029,Altered
TCGA-39-5031,Altered
TCGA-39-5034,Altered
TCGA-39-5035,Altered
TCGA-39-5036,Altered
TCGA-39-5037,Altered
TCGA-43-A56V,Altered
TCGA-43-A474,Altered
TCGA-43-2578,Altered
TCGA-43-3394,Altered
TCGA-43-5670,Altered
TCGA-43-6143,Altered
TCGA-43-6770,Altered
TCGA-43-6771,Altered
TCGA-43-7656,Altered
TCGA-43-7657,Altered
TCGA-43-8116,Altered
TCGA-43-8118,Altered
TCGA-44-A4SU,Altered
TCGA-44-A47B,Altered
TCGA-44-2655,Altered
TCGA-44-2666,Altered
TCGA-44-5643,Altered
TCGA-44-5644,Altered
TCGA-44-6146,Altered
TCGA-44-6148,Altered
TCGA-44-6776,Altered
TCGA-44-7660,Altered
TCGA-44-7667,Altered
TCGA-44-7671,Altered
TCGA-44-8120,Altered
TCGA-46-3765,Altered
TCGA-46-3767,Altered
TCGA-46-3769,Altered
TCGA-46-6025,Altered
TCGA-46-6026,Altered
TCGA-49-AAQV,Altered
TCGA-49-AARE,Altered
TCGA-49-4490,Altered
TCGA-49-4494,Altered
TCGA-49-4501,Altered
TCGA-49-4510,Altered
TCGA-49-4514,Altered
TCGA-49-6742,Altered
TCGA-49-6761,Altered
TCGA-50-5051,Altered
TCGA-50-5072,Altered
TCGA-50-5931,Altered
TCGA-50-5932,Altered
TCGA-50-5942,Altered
TCGA-50-5946,Altered
TCGA-50-6594,Altered
TCGA-50-6597,Altered
TCGA-50-6673,Altered
TCGA-50-7109,Altered
TCGA-51-4079,Altered
TCGA-51-4080,Altered
TCGA-51-4081,Altered
TCGA-52-7809,Altered
TCGA-52-7810,Altered
TCGA-52-7811,Altered
TCGA-52-7812,Altered
TCGA-53-A4EZ,Altered
TCGA-53-7813,Altered
TCGA-55-A4DG,Altered
TCGA-55-A494,Altered
TCGA-55-1596,Altered
TCGA-55-6972,Altered
TCGA-55-6981,Altered
TCGA-55-6986,Altered
TCGA-55-7283,Altered
TCGA-55-7576,Altered
TCGA-55-7725,Altered
TCGA-55-7727,Altered
TCGA-55-7903,Altered
TCGA-55-7910,Altered
TCGA-55-7913,Altered
TCGA-55-7914,Altered
TCGA-55-8087,Altered
TCGA-55-8204,Altered
TCGA-55-8505,Altered
TCGA-55-8507,Altered
TCGA-55-8512,Altered
TCGA-55-8615,Altered
TCGA-55-8616,Altered
TCGA-56-A4BW,Altered
TCGA-56-A4BX,Altered
TCGA-56-A4BY,Altered
TCGA-56-A5DR,Altered
TCGA-56-A5DS,Altered
TCGA-56-A62T,Altered
TCGA-56-1622,Altered
TCGA-56-5898,Altered
TCGA-56-7221,Altered
TCGA-56-7222,Altered
TCGA-56-7579,Altered
TCGA-56-7580,Altered
TCGA-56-7582,Altered
TCGA-56-7730,Altered
TCGA-56-7731,Altered
TCGA-56-7822,Altered
TCGA-56-7823,Altered
TCGA-56-8082,Altered
TCGA-56-8083,Altered
TCGA-56-8304,Altered
TCGA-56-8305,Altered
TCGA-56-8307,Altered
TCGA-56-8308,Altered
TCGA-56-8504,Altered
TCGA-56-8622,Altered
TCGA-56-8624,Altered
TCGA-56-8626,Altered
TCGA-56-8629,Altered
TCGA-58-A46J,Altered
TCGA-58-A46K,Altered
TCGA-58-A46L,Altered
TCGA-58-A46M,Altered
TCGA-58-A46N,Altered
TCGA-58-8388,Altered
TCGA-58-8390,Altered
TCGA-58-8391,Altered
TCGA-58-8392,Altered
TCGA-60-2703,Altered
TCGA-60-2707,Altered
TCGA-60-2708,Altered
TCGA-60-2711,Altered
TCGA-60-2714,Altered
TCGA-60-2716,Altered
TCGA-60-2719,Altered
TCGA-60-2720,Altered
TCGA-60-2721,Altered
TCGA-60-2722,Altered
TCGA-60-2723,Altered
TCGA-60-2724,Altered
TCGA-60-2726,Altered
TCGA-62-A46O,Altered
TCGA-62-A46S,Altered
TCGA-62-A46V,Altered
TCGA-62-A470,Altered
TCGA-62-A471,Altered
TCGA-62-8394,Altered
TCGA-62-8395,Altered
TCGA-62-8397,Altered
TCGA-62-8398,Altered
TCGA-63-A5M9,Altered
TCGA-63-A5MB,Altered
TCGA-63-A5MG,Altered
TCGA-63-A5MI,Altered
TCGA-63-A5MJ,Altered
TCGA-63-A5ML,Altered
TCGA-63-A5MM,Altered
TCGA-63-A5MP,Altered
TCGA-63-A5MR,Altered
TCGA-63-A5MT,Altered
TCGA-63-A5MU,Altered
TCGA-63-A5MV,Altered
TCGA-63-A5MW,Altered
TCGA-63-A5MY,Altered
TCGA-63-5128,Altered
TCGA-63-5131,Altered
TCGA-63-7020,Altered
TCGA-63-7021,Altered
TCGA-63-7023,Altered
TCGA-64-1677,Altered
TCGA-64-1680,Altered
TCGA-64-5774,Altered
TCGA-64-5779,Altered
TCGA-A6-2683,Altered
TCGA-A6-6652,Altered
TCGA-AA-A00W,Altered
TCGA-AA-A01G,Altered
TCGA-AA-A01Q,Altered
TCGA-AA-A01S,Altered
TCGA-AA-A02J,Altered
TCGA-AA-A029,Altered
TCGA-AA-3979,Altered
TCGA-AD-6888,Altered
TCGA-AD-6963,Altered
TCGA-AG-A00C,Altered
TCGA-AG-A00Y,Altered
TCGA-AG-A02G,Altered
TCGA-AG-A02X,Altered
TCGA-AH-6544,Altered
TCGA-AY-A54L,Altered
TCGA-AY-A71X,Altered
TCGA-AY-5543,Altered
TCGA-AZ-6599,Altered
TCGA-66-2727,Altered
TCGA-66-2734,Altered
TCGA-66-2737,Altered
TCGA-66-2742,Altered
TCGA-66-2753,Altered
TCGA-66-2754,Altered
TCGA-66-2756,Altered
TCGA-66-2758,Altered
TCGA-66-2759,Altered
TCGA-66-2763,Altered
TCGA-66-2765,Altered
TCGA-66-2766,Altered
TCGA-66-2768,Altered
TCGA-66-2769,Altered
TCGA-66-2770,Altered
TCGA-66-2773,Altered
TCGA-66-2778,Altered
TCGA-66-2780,Altered
TCGA-66-2781,Altered
TCGA-66-2782,Altered
TCGA-66-2783,Altered
TCGA-66-2787,Altered
TCGA-66-2788,Altered
TCGA-66-2789,Altered
TCGA-66-2790,Altered
TCGA-66-2792,Altered
TCGA-66-2793,Altered
TCGA-66-2795,Altered
TCGA-66-2800,Altered
TCGA-BC-A5W4,Altered
TCGA-BC-A10U,Altered
TCGA-67-3770,Altered
TCGA-67-3774,Altered
TCGA-67-4679,Altered
TCGA-67-6215,Altered
TCGA-CA-5255,Altered
TCGA-CC-A8HV,Altered
TCGA-CK-5915,Altered
TCGA-D5-6532,Altered
TCGA-D5-6537,Altered
TCGA-68-A59I,Altered
TCGA-68-A59J,Altered
TCGA-68-7755,Altered
TCGA-68-7756,Altered
TCGA-68-7757,Altered
TCGA-68-8250,Altered
TCGA-68-8251,Altered
TCGA-DD-A3A4,Altered
TCGA-DD-A3A8,Altered
TCGA-DD-AADL,Altered
TCGA-DD-AAE9,Altered
TCGA-DD-AAVY,Altered
TCGA-DD-AAW3,Altered
TCGA-DD-A73E,Altered
TCGA-DM-A1D8,Altered
TCGA-DM-A1DB,Altered
TCGA-DM-A28F,Altered
TCGA-DM-A28H,Altered
TCGA-DM-A28M,Altered
TCGA-DQ-7588,Altered
TCGA-DY-A1DG,Altered
TCGA-E2-A574,Altered
TCGA-69-7760,Altered
TCGA-69-7765,Altered
TCGA-69-7973,Altered
TCGA-69-7979,Altered
TCGA-69-8253,Altered
TCGA-70-6722,Altered
TCGA-70-6723,Altered
TCGA-G4-6307,Altered
TCGA-G4-6317,Altered
TCGA-G4-6626,Altered
TCGA-71-6725,Altered
TCGA-71-8520,Altered
TCGA-73-4668,Altered
TCGA-73-4675,Altered
TCGA-73-4676,Altered
TCGA-73-7498,Altered
TCGA-J1-A4AH,Altered
TCGA-J2-A4AD,Altered
TCGA-J2-A4AE,Altered
TCGA-J2-8194,Altered
TCGA-75-5146,Altered
TCGA-75-6207,Altered
TCGA-75-6211,Altered
TCGA-75-6214,Altered
TCGA-75-7025,Altered
TCGA-75-7027,Altered
TCGA-L3-A4E7,Altered
TCGA-L3-A524,Altered
TCGA-L4-A4E5,Altered
TCGA-L9-A5IP,Altered
TCGA-L9-A50W,Altered
TCGA-L9-A443,Altered
TCGA-LA-A446,Altered
TCGA-77-A5G1,Altered
TCGA-77-A5G6,Altered
TCGA-77-A5G7,Altered
TCGA-77-A5G8,Altered
TCGA-77-A5GB,Altered
TCGA-77-A5GF,Altered
TCGA-77-6843,Altered
TCGA-77-6844,Altered
TCGA-77-6845,Altered
TCGA-77-7138,Altered
TCGA-77-7139,Altered
TCGA-77-7140,Altered
TCGA-77-7141,Altered
TCGA-77-7142,Altered
TCGA-77-7337,Altered
TCGA-77-7338,Altered
TCGA-77-7463,Altered
TCGA-77-7465,Altered
TCGA-77-8008,Altered
TCGA-77-8009,Altered
TCGA-77-8128,Altered
TCGA-77-8138,Altered
TCGA-77-8139,Altered
TCGA-77-8143,Altered
TCGA-77-8144,Altered
TCGA-77-8148,Altered
TCGA-77-8150,Altered
TCGA-77-8153,Altered
TCGA-77-8154,Altered
TCGA-MN-A4N1,Altered
TCGA-MN-A4N4,Altered
TCGA-MP-A4T8,Altered
TCGA-MP-A4TE,Altered
TCGA-MP-A5C7,Altered
TCGA-78-7143,Altered
TCGA-78-7147,Altered
TCGA-78-7148,Altered
TCGA-78-7149,Altered
TCGA-78-7150,Altered
TCGA-78-7152,Altered
TCGA-78-7154,Altered
TCGA-78-7156,Altered
TCGA-78-7158,Altered
TCGA-78-7159,Altered
TCGA-78-7163,Altered
TCGA-78-7166,Altered
TCGA-78-7167,Altered
TCGA-78-7220,Altered
TCGA-78-7537,Altered
TCGA-78-7542,Altered
TCGA-78-7633,Altered
TCGA-NC-A5HD,Altered
TCGA-NC-A5HF,Altered
TCGA-NC-A5HG,Altered
TCGA-NC-A5HH,Altered
TCGA-NC-A5HI,Altered
TCGA-NC-A5HK,Altered
TCGA-NC-A5HL,Altered
TCGA-NC-A5HM,Altered
TCGA-NC-A5HN,Altered
TCGA-NC-A5HO,Altered
TCGA-NC-A5HP,Altered
TCGA-NC-A5HQ,Altered
TCGA-NC-A5HR,Altered
TCGA-NC-A5HT,Altered
TCGA-NH-A8F7,Altered
TCGA-NH-A50T,Altered
TCGA-NJ-A4YP,Altered
TCGA-NJ-A7XG,Altered
TCGA-NJ-A55R,Altered
TCGA-NK-A5CR,Altered
TCGA-NK-A5CT,Altered
TCGA-NK-A5CX,Altered
TCGA-NK-A7XE,Altered
TCGA-O2-A52N,Altered
TCGA-O2-A52S,Altered
TCGA-O2-A52V,Altered
TCGA-O2-A52W,Altered
TCGA-80-5608,Altered
TCGA-QG-A5YX,Altered
TCGA-QL-A97D,Altered
TCGA-RC-A7SK,Altered
TCGA-T9-A92H,Altered
TCGA-85-A4CN,Altered
TCGA-85-A4JC,Altered
TCGA-85-A4QQ,Altered
TCGA-85-A4QR,Altered
TCGA-85-A5B5,Altered
TCGA-85-A50Z,Altered
TCGA-85-A53L,Altered
TCGA-85-A510,Altered
TCGA-85-A511,Altered
TCGA-85-A512,Altered
TCGA-85-6798,Altered
TCGA-85-7696,Altered
TCGA-85-7697,Altered
TCGA-85-7698,Altered
TCGA-85-7710,Altered
TCGA-85-7843,Altered
TCGA-85-7844,Altered
TCGA-85-7950,Altered
TCGA-85-8052,Altered
TCGA-85-8070,Altered
TCGA-85-8071,Altered
TCGA-85-8072,Altered
TCGA-85-8277,Altered
TCGA-85-8288,Altered
TCGA-85-8350,Altered
TCGA-85-8351,Altered
TCGA-85-8352,Altered
TCGA-85-8353,Altered
TCGA-85-8354,Altered
TCGA-85-8479,Altered
TCGA-85-8481,Altered
TCGA-85-8580,Altered
TCGA-85-8664,Altered
TCGA-UB-A7MC,Altered
TCGA-86-A4D0,Altered
TCGA-86-6562,Altered
TCGA-86-7713,Altered
TCGA-86-7714,Altered
TCGA-86-8054,Altered
TCGA-86-8056,Altered
TCGA-86-8074,Altered
TCGA-86-8278,Altered
TCGA-86-8279,Altered
TCGA-86-8281,Altered
TCGA-86-8358,Altered
TCGA-86-8359,Altered
TCGA-86-8674,Altered
TCGA-WX-AA47,Altered
TCGA-XR-A8TE,Altered
TCGA-90-A4ED,Altered
TCGA-90-7766,Altered
TCGA-90-7767,Altered
TCGA-90-7769,Altered
TCGA-90-7964,Altered
TCGA-91-6836,Altered
TCGA-91-6847,Altered
TCGA-92-7341,Altered
TCGA-92-8063,Altered
TCGA-93-8067,Altered
TCGA-94-A4VJ,Altered
TCGA-94-A5I4,Altered
TCGA-94-A5I6,Altered
TCGA-94-7033,Altered
TCGA-94-7943,Altered
TCGA-94-8035,Altered
TCGA-94-8491,Altered
TCGA-95-A4VK,Altered
TCGA-95-7039,Altered
TCGA-95-7043,Altered
TCGA-95-7948,Altered
TCGA-96-7544,Altered
TCGA-96-7545,Altered
TCGA-96-8169,Altered
TCGA-96-8170,Altered
TCGA-97-A4M3,Altered
TCGA-97-7547,Altered
TCGA-97-7937,Altered
TCGA-97-8171,Altered
TCGA-97-8176,Altered
TCGA-97-8179,Altered
TCGA-98-A53A,Altered
TCGA-98-A53B,Altered
TCGA-98-A53J,Altered
TCGA-98-A538,Altered
TCGA-98-A539,Altered
TCGA-98-8020,Altered
TCGA-98-8021,Altered
TCGA-98-8022,Altered
TCGA-99-8025,Altered
TCGA-99-8032,Altered
TCGA-99-8033,Altered
TCGA-2Y-A9GX,Unaltered
TCGA-2Y-A9H2,Unaltered
TCGA-3X-AAV9,Unaltered
TCGA-3X-AAVA,Unaltered
TCGA-3X-AAVB,Unaltered
TCGA-3X-AAVC,Unaltered
TCGA-4G-AAZO,Unaltered
TCGA-4R-AA8I,Unaltered
TCGA-05-4244,Unaltered
TCGA-05-4249,Unaltered
TCGA-05-4384,Unaltered
TCGA-05-4389,Unaltered
TCGA-05-4398,Unaltered
TCGA-05-4402,Unaltered
TCGA-05-4403,Unaltered
TCGA-05-4410,Unaltered
TCGA-05-4417,Unaltered
TCGA-05-4418,Unaltered
TCGA-05-4422,Unaltered
TCGA-05-4424,Unaltered
TCGA-05-4426,Unaltered
TCGA-05-4432,Unaltered
TCGA-05-4433,Unaltered
TCGA-05-5425,Unaltered
TCGA-05-5429,Unaltered
TCGA-05-5715,Unaltered
TCGA-5C-A9VH,Unaltered
TCGA-18-3416,Unaltered
TCGA-21-1076,Unaltered
TCGA-22-0940,Unaltered
TCGA-22-1000,Unaltered
TCGA-22-1005,Unaltered
TCGA-22-1016,Unaltered
TCGA-22-4594,Unaltered
TCGA-22-4596,Unaltered
TCGA-22-4604,Unaltered
TCGA-22-4605,Unaltered
TCGA-22-4609,Unaltered
TCGA-22-5471,Unaltered
TCGA-22-5474,Unaltered
TCGA-22-5489,Unaltered
TCGA-22-5492,Unaltered
TCGA-34-2608,Unaltered
TCGA-34-5232,Unaltered
TCGA-34-5927,Unaltered
TCGA-34-8454,Unaltered
TCGA-35-4122,Unaltered
TCGA-38-A44F,Unaltered
TCGA-38-4625,Unaltered
TCGA-38-4632,Unaltered
TCGA-38-7271,Unaltered
TCGA-39-5011,Unaltered
TCGA-39-5022,Unaltered
TCGA-39-5030,Unaltered
TCGA-43-A56U,Unaltered
TCGA-43-A475,Unaltered
TCGA-43-2576,Unaltered
TCGA-43-6773,Unaltered
TCGA-44-A4SS,Unaltered
TCGA-44-A47G,Unaltered
TCGA-44-A479,Unaltered
