,Hugo,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
201,ACTB,233544.03,-0.2381468186637491,0.0552964236064665,-4.306730944456589,1.6568493532233098e-05,0.0001122733443302
5524,EMD,2878.2363,0.0218048960549971,0.0493578140221013,0.4417719156937006,0.6586542631749868,0.7609128648367468
8594,ITGA10,258.37643,1.1174464657872798,0.1712966727201837,6.523456924424035,6.870515028356909e-11,1.1327378189127608e-09
8595,ITGA11,1306.4672,-0.4682889001514181,0.1647122467669321,-2.843072748646596,0.0044680870540616,0.0150035112642393
8596,ITGA1,2029.0973,0.0383821432565315,0.1273566643894843,0.3013752239863212,0.7631283849679447,0.8402870924336172
8597,ITGA2B,75.709595,0.364400861453467,0.1836740761849462,1.983953691355672,0.0472610026085359,0.1029856083077214
8598,ITGA2,2612.366,-0.0077636592578873,0.1456939713717282,-0.0532874434322261,0.9575028846773832,0.9747870495311028
8599,ITGA3,12985.26,0.1274129975702189,0.1431091712352311,0.8903202811564596,0.3732939340804657,0.5083840606222634
8600,ITGA4,1202.873,0.519098973630651,0.1544118541326818,3.361781882267949,0.0007744126923264,0.0034041456398988
8601,ITGA5,6298.941,0.2810221250757089,0.1172077617365535,2.3976409148342817,0.0165010326410534,0.044248452834395
8602,ITGA6,9968.539,0.0956618588683992,0.1248625922773607,0.7661370561320954,0.4435947560676736,0.5766672895073982
8603,ITGA7,1691.7131,0.814137487864506,0.1507483583941044,5.400639161430139,6.640387544827678e-08,6.993960982647132e-07
8604,ITGA8,226.13507,0.9803959483403708,0.2110227645235564,4.645925052464798,3.3855590970244407e-06,2.654462801633345e-05
8605,ITGA9,573.7452,0.5584426846509986,0.1499993489953883,3.722967388799584,0.0001968949617611,0.0010207243448118
8606,ITGAD,28.899296,0.463609267511913,0.2149878300728853,2.15644423851685,0.0310489934700311,0.0735717159714868
8607,ITGAE,638.2998,-0.1576392154106715,0.0695029238445885,-2.268094731714588,0.0233234334098457,0.0583756991726157
8608,ITGAL,1420.9138,0.2875410280793806,0.147793140973852,1.9455640917074304,0.0517071238979586,0.1107605532709119
8609,ITGAM,836.5737,0.2347279795019748,0.1343314667295058,1.7473789664980788,0.0805716235232871,0.1576629009449784
8610,ITGAV,7907.828,0.1366615679264778,0.0919860815432903,1.4856765896932176,0.1373646856929462,0.2398479116611791
8611,ITGAX,1153.5889,0.2678022825138167,0.1270231280570316,2.108295446743976,0.0350054415651201,0.0810813695620074
8615,ITGB1,22976.303,-0.0191551132160147,0.0741464862065775,-0.2583414831371405,0.7961433736241134,0.863234850785301
8616,ITGB2,4947.66,0.1141080800282309,0.1270651645935678,0.8980280346168706,0.3691706036077159,0.504346715880837
8618,ITGB3,1091.2665,1.0186369355189029,0.1836613486050994,5.5462782085365765,2.9181437735298143e-08,3.27079459610415e-07
8619,ITGB4,12039.232,-0.1160294562574768,0.1602023829878077,-0.7242679796236696,0.4689012311236192,0.5990597397238039
8620,ITGB5,7554.544,0.2084555350096957,0.0875783733601456,2.380217021757996,0.0173024445739862,0.0459816458871416
8621,ITGB6,2810.2827,-0.5252643093683387,0.2416936993065292,-2.173264387426872,0.0297604241944997,0.0709911630285664
8622,ITGB7,635.7159,0.0107772467167882,0.1252901670426076,0.0860182963370395,0.931451872758928,0.9572075567596018
8623,ITGB8,3866.9358,0.3483108821513497,0.1679743172112374,2.073596058814924,0.0381168415433182,0.0866951569036574
9610,LMNB1,2485.496,-0.3573647151259538,0.1111490117944703,-3.2151857165115416,0.0013036015414767,0.0053026262104684
9611,LMNB2,4647.3613,-0.1849557554793221,0.0854515126300212,-2.16445267949935,0.0304296245657821,0.0723407306953368
13521,PLCB2,1043.5188,0.6277060327046202,0.1315294375211985,4.772361568135292,1.820782525374676e-06,1.492782321809066e-05
14412,PXN,7265.1416,0.0706506113504949,0.0627376437566444,1.1261279053536726,0.260111383876584,0.3882822107143211
14601,RAP1A,2783.851,0.0853400310003136,0.0548885905275282,1.554786344122156,0.1199969625075881,0.2159195068291191
14602,RAP1B,4803.8237,-0.0366321089016603,0.0586201246527909,-0.6249067042868579,0.5320322919057336,0.654856628992082
17463,SUN1,5414.794,-0.00253949519496,0.0511326550190187,-0.0496648412646581,0.9603894744728602,0.9761004445915156
17464,SUN2,7679.258,0.2946949293802015,0.0680597393814167,4.329945016813656,1.4914657668993944e-05,0.0001021273095109
17465,SUN3,5.4894614,2.025050288514648,0.3295034059930076,6.14576435837395,7.95793521475902e-10,1.1392512998276677e-08
17466,SUN5,0.024434943,-0.0727537556458063,3.685833028350006,-0.0197387551433319,0.9842517746615104,
17519,SYNE1,3132.2383,0.3659513418040747,0.1247234526571497,2.9341020795024995,0.003345141729038,0.0117953916463556
17520,SYNE2,6721.9297,-0.0522962231614982,0.0886484908855218,-0.589927957476818,0.5552389497427735,0.674573270826054
17672,TAZ,1041.5432,0.0745774509275663,0.059917860139813,1.2446614540897556,0.2132562204678753,0.3345162098874895
18037,TLN1,19040.05,0.1311582335299467,0.0675610711564071,1.941328508932446,0.0522184436686709,0.1116115053075459
18038,TLN2,1945.6411,0.1889915192834321,0.1111399415582501,1.7004824425283578,0.0890402161740694,0.1707513013744772
19669,YAP1,5967.078,0.0169315182530903,0.1018918911046068,0.1661714005848383,0.8680220655403335,0.9133335426776928
20496,ZYX,10681.098,0.0578994025050346,0.0745728511015923,0.7764139582937076,0.4375046056595919,0.5711868713996567
