Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC100134868,16.9636,-0.571812732,0.038112535,-15.00327195,6.99E-51,1.49E-50
LOC100144603,25.282885,-0.811994466,0.022093416,-36.75278111,1.05E-295,1.40E-294
LOC100144604,41.798508,-1.621070378,0.058064281,-27.91854754,1.59E-171,8.59E-171
LOC100169752,0.022146575,-0.4525116,0.919652494,-0.492046292,0.622686619,0.637882503
LOC100170939,163.97523,-0.237880834,0.030719797,-7.743568041,9.67E-15,1.41E-14
LOC100188947,30.52685,-1.267827483,0.060945445,-20.80266168,4.09E-96,1.26E-95
LOC100188949,31.787941,-0.895350508,0.036088798,-24.80965192,7.05E-136,2.94E-135
LOC100189589,6.0345125,0.580219003,0.059121518,9.814007161,9.80E-23,1.59E-22
LOC100190938,147.2455,0.35922806,0.035678979,10.06833909,7.63E-24,1.25E-23
LOC100190939,356.0394,-0.040958808,0.01775344,-2.307091428,0.021049724,0.023718803
LOC100190940,60.605255,-2.702133282,0.094638644,-28.55211315,2.64E-179,1.51E-178
LOC100190986,536.91565,-0.921970916,0.034652216,-26.6064057,5.72E-156,2.76E-155
LOC100192378,27.435682,2.439871636,0.06439673,37.88812942,0,0
LOC100192379,1.2799586,0.750100762,0.076180054,9.846419363,7.10E-23,1.15E-22
LOC100192426,1.380921,-0.630342958,0.08495284,-7.419916233,1.17E-13,1.68E-13
LOC100216001,21.31,-0.526614464,0.055536137,-9.482374702,2.49E-21,3.95E-21
LOC100216545,272.58292,-0.4304441,0.019409714,-22.17673629,5.76E-109,1.96E-108
LOC100233209,66.26339,-0.287632158,0.033573264,-8.567297903,1.06E-17,1.61E-17
LOC100240726,6.938573,0.547444933,0.053765313,10.18212111,2.38E-24,3.94E-24
LOC100240734,4.1943865,-0.071667238,0.05774652,-1.24106591,0.214581402,0.22900156
LOC100240735,20.971514,0.194335024,0.040308681,4.821170458,1.43E-06,1.81E-06
LOC100268168,21.648811,0.531499345,0.02349227,22.62443534,2.49E-113,8.79E-113
LOC100270710,586.878,-0.301339281,0.026298546,-11.45840092,2.13E-30,3.77E-30
LOC100270746,86.478195,-0.207092899,0.023411539,-8.84576183,9.09E-19,1.40E-18
LOC100270804,64.308105,0.205138435,0.023337714,8.789997121,1.50E-18,2.30E-18
LOC100271722,82.709236,0.028242452,0.023543569,1.199582432,0.230301553,0.245276696
LOC100271831,114.48826,-1.663783845,0.050425157,-32.99511455,9.54E-239,8.54E-238
LOC100271832,0.8850163,-0.032402327,0.028337081,-1.143460284,0.252847536,0.268544159
LOC100271836,1049.2461,-0.976682271,0.02837666,-34.41850655,1.33E-259,1.38E-258
LOC100272146,109.77839,-0.584954107,0.021932957,-26.6700972,1.05E-156,5.06E-156
LOC100272216,67.77721,-1.177889211,0.040505642,-29.07963285,6.50E-186,3.89E-185
LOC100272217,62.812004,0.199593566,0.021003876,9.502701445,2.05E-21,3.25E-21
LOC100272228,91.16804,-0.4963291,0.026639304,-18.63145881,1.79E-77,4.77E-77
LOC100286793,379.31128,-0.112188512,0.020513017,-5.469137585,4.52E-08,5.90E-08
LOC100286844,58.446907,0.450054823,0.019944475,22.56538779,9.48E-113,3.33E-112
LOC100287227,18.791962,-0.146843031,0.021707745,-6.764545704,1.34E-11,1.85E-11
LOC100287704,0.14004935,-0.370472656,0.374096295,-0.990313619,0.322020852,0.338917624
LOC100287718,9.847092,-1.159019771,0.120553969,-9.614115377,6.97E-22,1.11E-21
LOC100288778,1322.0485,-0.617281444,0.018969851,-32.54013215,2.89E-232,2.46E-231
LOC100289341,126.79549,0.331260241,0.019222193,17.23321806,1.50E-66,3.65E-66
LOC100302401,38.36223,0.259322402,0.018448218,14.05677217,7.00E-45,1.42E-44
LOC100302640,16.188,1.260993959,0.035756133,35.26650829,1.92E-272,2.18E-271
LOC100302650,169.3187,0.447360078,0.039779026,11.24612963,2.42E-29,4.22E-29
LOC100303728,68.427025,0.585886984,0.021171036,27.67398788,1.44E-168,7.62E-168
LOC113230,486.27722,-0.573929007,0.027703315,-20.71697959,2.43E-95,7.43E-95
LOC115110,343.90454,-0.660470975,0.029975506,-22.03368919,1.37E-107,4.62E-107
LOC116437,4.812523,0.261749221,0.081938445,3.194461674,0.001400919,0.001648726
LOC121838,48.790833,0.312377206,0.067324553,4.639870483,3.49E-06,4.39E-06
LOC121952,3.9901533,-0.053867066,0.03381353,-1.59306248,0.111146175,0.121058473
LOC126536,1.5996137,-0.768045728,0.117903624,-6.514182538,7.31E-11,1.00E-10
LOC127841,4.538146,-0.942750151,0.043743188,-21.55193073,5.08E-103,1.65E-102
LOC134466,89.745674,1.44964952,0.037972627,38.17617101,0,0
LOC143188,40.312794,-0.288828798,0.017658304,-16.35654227,3.91E-60,9.04E-60
LOC143666,84.631744,0.051535571,0.026202605,1.966810969,0.049205008,0.054583161
LOC144438,1356.7373,0.029983605,0.009736401,3.079536803,0.002073228,0.002426632
LOC144486,27.83427,0.329666505,0.021130986,15.60109397,7.16E-55,1.58E-54
LOC144571,99.36103,0.331750318,0.024943827,13.29989653,2.32E-40,4.52E-40
LOC144742,0.41251346,-0.043721652,0.107943734,-0.405041132,0.685447277,0.699184384
LOC144776,0.28666645,0.552098552,0.200024688,2.760152042,0.005777447,0.006651382
LOC145474,4.3988934,-1.238812803,0.078132722,-15.85523672,1.29E-56,2.90E-56
LOC145783,94.34932,0.141239435,0.018320876,7.709207684,1.27E-14,1.84E-14
LOC145820,50.576473,1.733468626,0.039499828,43.88547328,0,0
LOC145837,181.96414,-0.158934737,0.054072103,-2.93931121,0.003289426,0.003821147
LOC145845,0.81046873,0.693388737,0.095262384,7.278725462,3.37E-13,4.79E-13
LOC146336,60.295937,-1.390782308,0.081963317,-16.96835075,1.41E-64,3.38E-64
LOC146481,9.003776,0.067016491,0.202904831,0.330285339,0.74118437,0.753410592
LOC146880,899.6271,-0.638750401,0.018104115,-35.28205516,1.11E-272,1.26E-271
LOC147727,1206.7256,0.359585616,0.018336446,19.6104316,1.26E-85,3.58E-85
LOC147804,387.59317,-0.157845324,0.022741158,-6.940953757,3.89E-12,5.45E-12
LOC148145,10.3892145,2.34910545,0.10453749,22.47141622,7.90E-112,2.76E-111
LOC148189,133.24207,0.32263255,0.016746273,19.26593194,1.04E-82,2.89E-82
LOC148413,888.9955,-0.19147885,0.011722404,-16.33443576,5.61E-60,1.30E-59
LOC148696,12.760764,-0.618671565,0.047777397,-12.9490429,2.38E-38,4.55E-38
LOC148709,42.12742,-0.34537808,0.034633794,-9.972285385,2.02E-23,3.28E-23
LOC148824,4.860637,-0.007182968,0.056496781,-0.127139422,0.89883005,0.90348973
LOC149134,67.27913,-0.919784628,0.037841537,-24.30621721,1.68E-130,6.78E-130
LOC149620,4.7967577,1.417222611,0.139140947,10.18551793,2.30E-24,3.80E-24
LOC149837,112.28792,0.453081979,0.028396125,15.95576759,2.60E-57,5.87E-57
LOC150185,0.7421246,0.004543707,0.112151019,0.040514186,0.967683197,0.968968238
LOC150197,21.00453,-0.745658752,0.039901468,-18.68750172,6.26E-78,1.68E-77
LOC150381,174.93665,-0.58982127,0.023055295,-25.58289802,2.36E-144,1.04E-143
LOC150527,0.95692796,-1.03033388,0.099560493,-10.34882262,4.24E-25,7.06E-25
LOC150568,28.95949,2.138162305,0.107852277,19.82491582,1.81E-87,5.23E-87
LOC150622,129.11847,3.065556541,0.092099969,33.28509854,6.34E-243,5.84E-242
LOC150776,992.06,-0.495245969,0.017959343,-27.57595114,2.16E-167,1.13E-166
LOC150786,143.8571,-0.293320956,0.022941985,-12.78533465,1.98E-37,3.76E-37
LOC151009,282.42056,-1.378076315,0.035478343,-38.84274686,0,0
LOC151162,3660.3403,-0.07970517,0.017738352,-4.493380753,7.01E-06,8.77E-06
LOC151174,27.841238,-0.00363139,0.03663669,-0.099118936,0.921043837,0.924312687
LOC151300,0.12869014,-0.456443627,0.226429806,-2.015828374,0.043817925,0.048734725
LOC151534,541.7121,-0.200014212,0.028996915,-6.897775612,5.28E-12,7.38E-12
LOC151658,1.3055681,-0.089508052,0.097164938,-0.921197018,0.356947575,0.374283873
LOC152024,1.594159,-0.79685291,0.052551156,-15.16337551,6.18E-52,1.33E-51
LOC152217,881.28094,-0.490423617,0.014222108,-34.48318732,1.43E-260,1.50E-259
LOC152225,10.014223,-0.080009903,0.05392784,-1.483647474,0.137902468,0.149266646
LOC153328,61.934925,1.86733146,0.061101663,30.5610578,4.03E-205,2.80E-204
LOC153684,80.63208,-0.216123654,0.025210525,-8.572754948,1.01E-17,1.54E-17
LOC153910,3.5153787,-0.323528007,0.071501075,-4.52479922,6.05E-06,7.57E-06
LOC154449,0.23001052,-0.107537017,0.118050188,-0.910943208,0.362325298,0.379805414
LOC154761,111.71535,-0.297929721,0.027365253,-10.88715374,1.33E-27,2.27E-27
LOC154822,181.54645,2.993666714,0.05723481,52.30499955,0,0
LOC157381,15.385888,-0.625442822,0.053429589,-11.70592623,1.19E-31,2.13E-31
LOC157627,34.196125,3.454943623,0.136007161,25.40265969,2.36E-142,1.02E-141
LOC158376,62.458954,1.405509104,0.030921574,45.45399619,0,0
LOC158572,65.77996,0.431819189,0.019157558,22.54040846,1.67E-112,5.84E-112
LOC158696,15.222078,1.172267145,0.04374287,26.79904486,3.32E-158,1.62E-157
LOC162632,516.6131,0.018108974,0.035491675,0.510231583,0.609889228,0.625622754
LOC168474,14.890413,0.457715037,0.032701117,13.99692378,1.63E-44,3.30E-44
LOC200030,1321.8876,-0.33811789,0.021111579,-16.01575545,9.92E-58,2.25E-57
LOC200726,0.77898335,0.031026413,0.113085295,0.274362931,0.783805727,0.794379769
LOC201651,38.963585,-0.575905837,0.05474597,-10.51960231,7.02E-26,1.18E-25
LOC202181,131.7617,-0.560459496,0.029555577,-18.96290159,3.46E-80,9.43E-80
LOC202781,526.33496,-0.073021008,0.016780936,-4.351426399,1.35E-05,1.68E-05
LOC219347,125.3707,0.414594046,0.025658684,16.15804021,9.97E-59,2.28E-58
LOC220429,9.363735,-0.592737647,0.029216063,-20.28807421,1.64E-91,4.86E-91
LOC220594,220.21843,-0.085055953,0.036280524,-2.344397012,0.019057873,0.021507718
LOC220729,334.5643,-0.164555165,0.016003463,-10.28247248,8.45E-25,1.40E-24
LOC220930,223.03645,0.323824635,0.020124181,16.09131967,2.94E-58,6.69E-58
LOC221122,1.0813198,1.22693262,0.07637723,16.06411514,4.55E-58,1.04E-57
LOC221442,115.95149,-0.212848736,0.029881432,-7.123110366,1.06E-12,1.49E-12
LOC221710,931.9185,0.474466783,0.015816572,29.99807951,1.04E-197,6.79E-197
LOC222699,93.50455,0.014534557,0.02462259,0.590293598,0.55499383,0.571412936
LOC253039,906.5623,0.061702427,0.017436907,3.538610835,0.000402238,0.000481716
LOC253724,26.540596,0.118053588,0.019522907,6.046926791,1.48E-09,1.98E-09
LOC254312,0.06981243,-0.447542431,0.327496681,-1.366555625,0.171764634,0.184760194
LOC254559,516.99207,1.393419268,0.04843475,28.76899888,5.24E-182,3.05E-181
LOC255025,0.14821774,-0.093345013,0.309157667,-0.30193336,0.762702864,0.773993999
LOC255167,209.07724,0.542218303,0.059811598,9.065437569,1.24E-19,1.93E-19
LOC256880,10.970367,0.112672644,0.024831594,4.537471204,5.69E-06,7.14E-06
LOC257358,13.342962,0.091632731,0.04216235,2.173330749,0.029755433,0.033327329
LOC25845,1291.1232,-0.195993694,0.024041973,-8.152146815,3.58E-16,5.33E-16
LOC26102,5.9250817,0.508305284,0.045890646,11.07644651,1.63E-28,2.82E-28
LOC282997,158.5917,0.091580452,0.021917762,4.178366898,2.94E-05,3.62E-05
LOC283050,62.98023,-0.127452897,0.025164733,-5.064742777,4.09E-07,5.25E-07
LOC283070,851.3778,0.281342013,0.025001377,11.25306084,2.24E-29,3.90E-29
LOC283174,467.3405,1.728292203,0.042460083,40.7039291,0,0
LOC283267,620.3344,0.352045842,0.017205214,20.46157878,4.74E-93,1.42E-92
LOC283314,265.9883,0.133217668,0.030970075,4.301496502,1.70E-05,2.10E-05
LOC283332,0.43911913,-0.343242462,0.093024151,-3.689820945,0.000224412,0.000270776
LOC283392,72.1691,0.841319924,0.068653893,12.25451161,1.59E-34,2.93E-34
LOC283404,4.713491,-1.008450264,0.051179764,-19.70408208,1.99E-86,5.69E-86
LOC283663,136.8402,-0.84983106,0.034714134,-24.48083694,2.36E-132,9.62E-132
LOC283731,21.385252,-0.116254768,0.048957221,-2.374619424,0.017567052,0.019859383
LOC283761,12.031037,3.561917621,0.094989124,37.4981625,9.87E-308,1.44E-306
LOC283856,9.714875,1.980130975,0.052625352,37.62694033,7.7978090383269e-310,0.00E+00
LOC283867,10.85063,0.946365379,0.058146475,16.27554169,1.47E-59,3.39E-59
LOC283914,0.13847487,-0.483816011,0.212863277,-2.272895627,0.02303247,0.025912802
LOC283922,134.8882,-0.145362745,0.023238246,-6.255323495,3.97E-10,5.37E-10
LOC283999,18.408625,3.070081531,0.118462454,25.91607238,4.39E-148,2.00E-147
LOC284009,2.6888156,-0.112382335,0.033484597,-3.356239722,0.000790101,0.000937447
LOC284023,264.75485,-0.000494248,0.016274339,-0.03036975,0.975772169,0.976683658
LOC284100,9.726746,-0.055805846,0.048685232,-1.146258195,0.251688335,0.267340889
LOC284232,35.137005,-0.216506981,0.024537767,-8.823418118,1.11E-18,1.71E-18
LOC284233,50.184513,-1.05550619,0.044781137,-23.57033006,7.77E-123,2.95E-122
LOC284276,37.298706,0.487065955,0.048026428,10.14162358,3.61E-24,5.95E-24
LOC284379,15.318137,-2.392493539,0.161807687,-14.78603135,1.80E-49,3.81E-49
LOC284440,213.62965,0.516112592,0.022826794,22.60994699,3.46E-113,1.22E-112
LOC284441,235.9975,-0.189253947,0.022130139,-8.551864413,1.21E-17,1.84E-17
LOC284551,10.930491,-2.624848392,0.076532749,-34.29706156,8.68E-258,8.91E-257
LOC284578,71.843414,1.892096849,0.05388554,35.11325795,4.23E-270,4.74E-269
LOC284632,1.4838189,-0.980968567,0.058448834,-16.78337282,3.23E-63,7.68E-63
LOC284661,0.7918404,-0.610378902,0.121024766,-5.043421477,4.57E-07,5.86E-07
LOC284688,1.111312,0.836245839,0.0609586,13.7182587,7.89E-43,1.57E-42
LOC284749,43.887585,-0.517802285,0.052904597,-9.787472501,1.27E-22,2.06E-22
LOC284788,0.22181746,-0.443898585,0.149299597,-2.973206859,0.002947058,0.003429306
LOC284798,4.0439878,-0.118829671,0.06146907,-1.933162019,0.053216242,0.058942901
LOC284837,168.28555,-1.751064879,0.036417976,-48.08243303,0,0
LOC284900,406.98492,0.218659753,0.016768013,13.04029028,7.22E-39,1.39E-38
LOC285033,86.784134,-0.026132652,0.013527024,-1.931884774,0.05337373,0.059110905
LOC285045,0.48035032,0.262661804,0.076593465,3.429297848,0.000605145,0.000720603
LOC285074,548.817,-0.308835413,0.014336143,-21.54243328,6.23E-103,2.03E-102
LOC285194,0.35351437,-1.023640617,0.191382429,-5.348665605,8.86E-08,1.15E-07
LOC285205,3.0937905,0.146643194,0.058593831,2.502707039,0.012324752,0.014022556
LOC285359,162.97536,-0.34158909,0.014946443,-22.85420546,1.33E-115,4.76E-115
LOC285370,2.1509035,3.591206337,0.171754257,20.90898009,4.44E-97,1.37E-96
LOC285375,0.355563,0.175237074,0.115340109,1.519307346,0.128685151,0.13954943
LOC285401,4.519183,1.300671665,0.092516623,14.0587888,6.80E-45,1.38E-44
LOC285419,15.778238,-0.514648164,0.04031717,-12.76498728,2.57E-37,4.88E-37
LOC285456,4.5370145,0.576848877,0.034651423,16.64719142,3.17E-62,7.48E-62
LOC285501,0.8161986,-0.102885384,0.101796984,-1.010691864,0.312163932,0.328883538
LOC285548,10.61367,-0.041069625,0.054151213,-0.75842485,0.448196686,0.465600384
LOC285593,12.307526,0.301910408,0.036600694,8.248761812,1.60E-16,2.40E-16
LOC285627,0.1400654,-0.523973597,0.181345745,-2.889362518,0.003860238,0.004472744
LOC285629,38.807602,-1.550102875,0.059724534,-25.95420633,1.63E-148,7.45E-148
LOC285692,0.13235754,-0.432756711,0.152466716,-2.838368412,0.004534481,0.005242036
LOC285696,6.418379,0.965629569,0.048811206,19.78294856,4.18E-87,1.20E-86
LOC285733,91.866394,-0.020806808,0.103840392,-0.20037297,0.841188898,0.849576583
LOC285735,1.9598528,-0.348436244,0.117972887,-2.953528148,0.00314164,0.003652181
LOC285740,6.4957237,-2.454105889,0.085347791,-28.75418153,8.03E-182,4.67E-181
LOC285768,20.618893,1.786216772,0.060226034,29.65854888,2.63E-193,1.66E-192
LOC285780,4.936445,1.530039074,0.072762425,21.02787352,3.65E-98,1.14E-97
LOC285796,2.5129216,0.9006216,0.057356415,15.70219484,1.46E-55,3.25E-55
LOC285830,98.63123,0.201696764,0.025595034,7.880308557,3.27E-15,4.80E-15
LOC285847,1.8134164,0.626461295,0.051741498,12.10752137,9.64E-34,1.76E-33
LOC285954,10.653395,1.562738409,0.043986443,35.52772874,1.83E-276,2.13E-275
LOC286002,492.14,2.676013978,0.075408643,35.48683393,7.85E-276,9.09E-275
LOC286094,0.09767066,-0.439977676,0.211089796,-2.084315222,0.037131504,0.041424751
LOC286135,0.14024487,-0.48594024,0.210949195,-2.303588978,0.021245727,0.02393436
LOC286238,0.13729857,-0.320559841,0.211493087,-1.515698908,0.129595504,0.140499221
LOC286359,0.2502094,-0.284207011,0.099673119,-2.851390751,0.004352844,0.005035488
LOC286367,104.699455,0.163024997,0.027358099,5.958930073,2.54E-09,3.39E-09
LOC286467,44.62459,-0.956765908,0.043202823,-22.14591201,1.14E-108,3.88E-108
LOC29034,1.2366428,-0.110919182,0.199942398,-0.554755684,0.579061783,0.595254523
LOC338588,0.16807066,-0.45697305,0.129565631,-3.526961932,0.000420357,0.00050303
LOC338651,53.931828,-0.250129228,0.042101266,-5.94113312,2.83E-09,3.77E-09
LOC338758,107.97243,0.493815432,0.024085196,20.50286097,2.03E-93,6.11E-93
LOC338799,700.22516,-0.166223805,0.023160057,-7.177175977,7.12E-13,1.01E-12
LOC339047,2374.8433,-0.395048997,0.020997254,-18.81431706,5.76E-79,1.56E-78
LOC339240,1.8786074,-0.282236526,0.071929912,-3.923771321,8.72E-05,0.000106286
LOC339290,1263.1039,0.38897942,0.017029633,22.84132671,1.78E-115,6.38E-115
LOC339524,125.15793,1.080408646,0.02943578,36.70392407,6.32E-295,8.38E-294
LOC339535,162.09982,0.661320162,0.061709446,10.71667637,8.50E-27,1.44E-26
LOC339568,0.03340857,-0.451707911,0.459023497,-0.984062719,0.325084676,0.342053797
LOC339674,92.75484,1.813948415,0.056732796,31.97354181,2.54E-224,2.05E-223
LOC339788,1.7700832,2.056599058,0.079590778,25.83966521,3.18E-147,1.44E-146
LOC340017,0.7187113,-0.057883967,0.102684043,-0.563709469,0.572951872,0.589365762
LOC340074,0.3878969,-0.590913241,0.089419934,-6.608294318,3.89E-11,5.35E-11
LOC340094,0.49264368,2.420930884,0.228469437,10.59630084,3.10E-26,5.23E-26
LOC340357,3.8283439,-1.279445008,0.19780187,-6.468316037,9.91E-11,1.35E-10
LOC340508,4.325204,-0.434503293,0.063332725,-6.860644252,6.86E-12,9.57E-12
LOC341056,38.281094,-0.547751931,0.022769234,-24.05666949,7.11E-128,2.80E-127
LOC342346,17.036383,0.759712858,0.041014394,18.52307876,1.35E-76,3.57E-76
LOC344595,254.54865,0.620671356,0.022593975,27.47065804,3.94E-166,2.05E-165
LOC344967,23.006598,-1.300679681,0.030198498,-43.07100601,0,0
LOC347376,1.6842692,-1.798536144,0.058503743,-30.74224037,1.55E-207,1.10E-206
LOC348021,0.355618,0.249328245,0.163424102,1.525651618,0.12709665,0.137870881
LOC348840,2.993936,0.058424818,0.055644039,1.049974428,0.29372987,0.310168383
LOC348926,172.62637,-0.257436169,0.014817867,-17.3733623,1.31E-67,3.24E-67
LOC349114,398.62436,-0.355045546,0.020567426,-17.26251726,9.01E-67,2.20E-66
LOC349196,36.9037,-0.777522606,0.042231183,-18.41110156,1.07E-75,2.82E-75
LOC360030,0.47081578,-0.985770342,0.203956763,-4.83323195,1.34E-06,1.71E-06
LOC374443,272.3098,-0.167089791,0.020416574,-8.184026997,2.75E-16,4.10E-16
LOC374491,12.186844,-0.480714923,0.042438086,-11.32744104,9.60E-30,1.68E-29
LOC375190,177.89316,0.406858273,0.022462138,18.1130695,2.51E-73,6.49E-73
LOC387646,85.54444,0.661006612,0.030372684,21.76319412,5.18E-105,1.71E-104
LOC387647,848.5851,0.273096337,0.012735526,21.44366425,5.23E-102,1.68E-101
LOC388152,1126.6553,-0.602802013,0.023368837,-25.79512229,1.01E-146,4.53E-146
LOC388242,96.43495,-0.398960936,0.032101626,-12.42806008,1.84E-35,3.43E-35
LOC388387,36.336487,1.632689931,0.080387382,20.31027615,1.04E-91,3.10E-91
LOC388428,0.8755309,0.077690558,0.079074828,0.98249418,0.325856449,0.342777278
LOC388588,115.37536,-0.385260834,0.035128165,-10.96729181,5.49E-28,9.42E-28
LOC388692,784.08527,-0.223923934,0.024469757,-9.151048578,5.64E-20,8.82E-20
LOC388789,1417.0806,-0.312976291,0.012734007,-24.57798879,2.17E-133,8.91E-133
LOC388796,1084.3047,-0.753091075,0.017737026,-42.4587017,0,0
LOC388946,0.36210912,-1.311773822,0.28111286,-4.666360056,3.07E-06,3.86E-06
LOC388955,1195.2351,-0.673600683,0.01659888,-40.58109256,0,0
LOC389033,8.940583,0.011892639,0.0909932,0.130698104,0.896014132,0.900792638
LOC389332,159.65639,-0.060491699,0.073220182,-0.826161556,0.408712453,0.426432472
LOC389333,130.40633,0.158229934,0.023530249,6.724532943,1.76E-11,2.44E-11
LOC389458,17.57075,-1.022549102,0.036554587,-27.9732089,3.44E-172,1.87E-171
LOC389493,67.8154,-0.098022911,0.067919106,-1.443230295,0.148955608,0.160837297
LOC389634,29.527626,-1.005670179,0.039595097,-25.39885608,2.60E-142,1.13E-141
LOC389705,14.084335,0.747892406,0.03104142,24.09336971,2.93E-128,1.16E-127
LOC389791,15.462102,-0.92882485,0.031227069,-29.7442211,2.06E-194,1.31E-193
LOC390595,32.60802,-0.119309738,0.030434574,-3.920203926,8.85E-05,0.000107827
LOC390858,0.26445392,-0.012173788,0.110913359,-0.109759434,0.912600163,0.91660714
LOC391322,33.815464,-1.273797969,0.044930944,-28.35012705,8.34E-177,4.66E-176
LOC392196,0.39819068,-0.265550628,0.08471335,-3.134696315,0.001720321,0.002018443
LOC399744,342.6677,-0.240834672,0.019340578,-12.45229984,1.36E-35,2.53E-35
LOC399815,22.66506,-0.846825928,0.033566133,-25.22858205,1.95E-140,8.35E-140
LOC399959,987.24695,1.580116047,0.034018843,46.44826004,0,0
LOC400027,567.165,0.298959247,0.016470542,18.15114781,1.26E-73,3.25E-73
LOC400043,457.28757,0.328889649,0.035883859,9.165392326,4.94E-20,7.73E-20
LOC400657,413.07715,0.364981184,0.013990439,26.0879001,5.00E-150,2.31E-149
LOC400696,28.870731,-0.559309958,0.052645501,-10.62407884,2.30E-26,3.89E-26
LOC400752,73.12368,0.276412997,0.02192679,12.60617683,1.95E-36,3.67E-36
LOC400759,70.19318,-0.155379971,0.034993344,-4.44027217,8.98E-06,1.12E-05
LOC400794,18.840609,1.364474991,0.096426803,14.15037053,1.86E-45,3.79E-45
LOC400804,3.3326664,1.441086968,0.058809687,24.50424469,1.33E-132,5.43E-132
LOC400891,10.381146,-1.455425668,0.072981226,-19.94246679,1.74E-88,5.06E-88
LOC400927,60.490788,-0.204493681,0.024158942,-8.46451302,2.57E-17,3.89E-17
LOC400931,126.43948,-0.397047193,0.030027487,-13.22279143,6.48E-40,1.26E-39
LOC400940,23.184834,2.873351168,0.099502626,28.87713906,2.31E-183,1.36E-182
LOC401010,112.68152,-0.664999151,0.019107253,-34.80349286,2.15E-265,2.33E-264
LOC401052,118.9414,-0.014127015,0.022833665,-0.618692396,0.536119021,0.552930453
LOC401093,295.85614,1.49404426,0.031010445,48.17874367,0,0
LOC401127,15.012799,0.153423093,0.020662483,7.425201021,1.13E-13,1.61E-13
LOC401387,4.722788,-0.115052236,0.042956869,-2.678319857,0.007399252,0.00848636
LOC401397,1521.3749,0.085731876,0.014178874,6.046451774,1.48E-09,1.98E-09
LOC401431,146.93387,0.687939323,0.031489822,21.84640243,8.41E-106,2.80E-105
LOC401463,5.0725837,0.830147338,0.042567475,19.50191655,1.06E-84,2.98E-84
LOC401588,164.55278,0.240233728,0.016222107,14.8090336,1.28E-49,2.71E-49
LOC402377,20.851261,0.080704337,0.023210632,3.477041761,0.000506979,0.000605265
LOC402644,0.16083564,-0.554229374,0.120616804,-4.594959865,4.33E-06,5.44E-06
LOC407835,277.2834,-0.581386158,0.021693712,-26.79975459,3.25E-158,1.59E-157
LOC415056,0.84949803,1.180667734,0.079639164,14.82521497,1.01E-49,2.13E-49
LOC440040,4.3675227,2.001441079,0.112406743,17.80534715,6.42E-71,1.63E-70
LOC440173,99.367645,-0.375317022,0.061221343,-6.130493169,8.76E-10,1.18E-09
LOC440354,379.1799,-0.615717427,0.023319537,-26.40350184,1.25E-153,5.92E-153
LOC440356,13.522046,-1.012672255,0.049760189,-20.35105311,4.54E-92,1.35E-91
LOC440461,16.157045,-0.813323791,0.037956744,-21.42764889,7.38E-102,2.37E-101
LOC440563,2.4506598,-0.497841889,0.036151652,-13.77093036,3.81E-43,7.61E-43
LOC440896,5.1315694,0.275832458,0.052749009,5.22914958,1.70E-07,2.20E-07
LOC440905,242.33363,-1.016805839,0.053197898,-19.11364708,1.94E-81,5.36E-81
LOC440925,65.231094,-0.47733652,0.047357267,-10.07947788,6.81E-24,1.12E-23
LOC440944,572.4932,-0.172609143,0.017525193,-9.849200402,6.91E-23,1.12E-22
LOC440957,444.34985,-0.487403225,0.020913846,-23.30528917,3.92E-120,1.45E-119
LOC441046,29.94795,0.066217442,0.027636301,2.396031289,0.016573675,0.018758253
LOC441089,296.74765,-0.042016926,0.013256582,-3.169514199,0.00152694,0.00179486
LOC441177,5.3902025,0.112230463,0.085665049,1.310107961,0.190159316,0.203825077
LOC441204,107.242645,0.855309833,0.034919234,24.49394577,1.71E-132,6.98E-132
LOC441208,179.51071,-0.200361788,0.02549766,-7.85804611,3.90E-15,5.72E-15
LOC441294,162.74867,-0.649657552,0.029858118,-21.75815493,5.78E-105,1.91E-104
LOC441454,16.622633,-1.527611163,0.03842238,-39.7583689,0,0
LOC441455,16.73599,-0.170133116,0.030837387,-5.51710546,3.45E-08,4.50E-08
LOC441601,5.7304125,-0.269420391,0.075897726,-3.549782124,0.00038555,0.000462002
LOC441666,106.21998,0.461061188,0.038165048,12.08071819,1.34E-33,2.44E-33
LOC441869,687.6313,-0.751316313,0.036919786,-20.34996416,4.65E-92,1.38E-91
LOC442308,3.4767919,-0.518953432,0.046429429,-11.17725203,5.27E-29,9.15E-29
LOC442421,28.323666,0.750252352,0.034078002,22.01573794,2.04E-107,6.85E-107
LOC442454,373.5903,-0.474438498,0.024844598,-19.09624331,2.71E-81,7.47E-81
LOC442459,18.414219,-3.25621907,0.052516223,-62.00406026,0,0
LOC493754,1105.6085,-0.0245529,0.009091554,-2.700627343,0.006920884,0.007947559
LOC494141,1.2294216,-1.426429211,0.063058916,-22.62057947,2.72E-113,9.58E-113
LOC541471,607.8163,-0.148602073,0.024201032,-6.14031959,8.24E-10,1.11E-09
LOC541473,22.605772,-1.521701574,0.034403753,-44.23068588,0,0
LOC550112,539.5373,0.066340539,0.013010753,5.098900793,3.42E-07,4.39E-07
LOC550643,1054.7039,-0.126332499,0.015440305,-8.181995108,2.79E-16,4.17E-16
LOC554202,131.00844,-0.343556506,0.05471223,-6.27933657,3.40E-10,4.61E-10
LOC55908,140.08852,-0.420414889,0.081229915,-5.175616525,2.27E-07,2.93E-07
