Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
DNMBP,1844.8302,0.71051382,0.018435857,38.53977708,0,0
DNMT1,4031.6958,0.370018356,0.018119391,20.42112545,1.09E-92,3.43E-92
DNMT3A,1386.4725,-0.330425036,0.018738609,-17.63338131,1.37E-69,3.57E-69
DNMT3B,511.99332,-0.437371745,0.037610479,-11.62898644,2.94E-31,5.31E-31
DNMT3L,20.424686,-4.767902406,0.129504955,-36.81637044,1.01E-296,1.22E-295
DNPEP,3199.7698,0.146523285,0.012603675,11.62544145,3.06E-31,5.53E-31
DNTTIP1,1658.4073,0.36121713,0.015364876,23.50927684,3.28E-122,1.31E-121
DNTTIP2,2741.6797,0.136617855,0.011149258,12.25353831,1.61E-34,3.01E-34
DNTT,78.53171,-6.912945946,0.149868503,-46.12674307,0,0
DOC2A,208.66592,-1.049920974,0.051955995,-20.20788886,8.34E-91,2.60E-90
DOC2B,72.06518,0.934073076,0.045535096,20.51325607,1.64E-93,5.21E-93
DOCK10,1126.7731,-0.07565015,0.032710092,-2.312746487,0.020736582,0.023553675
DOCK11,1182.27,-0.730520534,0.031429442,-23.24319121,1.67E-119,6.54E-119
DOCK1,3158.5806,-0.028868214,0.018536524,-1.557369293,0.119382832,0.130898055
DOCK2,1187.6992,-0.842844403,0.035412556,-23.8007219,3.28E-125,1.34E-124
DOCK3,447.17792,-0.093991415,0.050110567,-1.875680522,0.060699162,0.067639532
DOCK4,1085.0002,-0.231794876,0.027938634,-8.296571685,1.07E-16,1.62E-16
DOCK5,945.0831,0.298776181,0.029327731,10.18749717,2.25E-24,3.77E-24
DOCK6,2320.708,0.3112868,0.020264932,15.36086045,3.00E-53,6.77E-53
DOCK7,1854.2251,0.064269116,0.017757586,3.619248535,0.00029546,0.000355575
DOCK8,1928.3635,-0.925132147,0.030863005,-29.9754396,2.05E-197,1.38E-196
DOCK9,3337.2834,0.120302151,0.024522142,4.905858146,9.30E-07,1.19E-06
DOHH,778.5996,0.078860806,0.016883217,4.670958448,3.00E-06,3.79E-06
DOK1,752.4704,-0.442195009,0.020350852,-21.72857484,1.10E-104,3.85E-104
DOK2,433.02142,-0.583196789,0.032674386,-17.84874519,2.96E-71,7.83E-71
DOK3,563.14734,-0.893848857,0.030355886,-29.44565222,1.43E-190,9.11E-190
DOK4,2039.2314,0.374222702,0.026212149,14.27668908,3.06E-46,6.46E-46
DOK5,334.34552,-0.917371729,0.048055503,-19.08983737,3.07E-81,8.82E-81
DOK6,186.10074,0.283175857,0.042304897,6.693689861,2.18E-11,3.04E-11
DOK7,259.65466,-1.225095311,0.04524786,-27.07521013,1.93E-161,1.02E-160
DOLK,1093.659,-0.046393799,0.011886806,-3.902965868,9.50E-05,0.000115993
DOLPP1,1058.6349,0.348157308,0.014191153,24.5334059,6.50E-133,2.80E-132
DOM3Z,853.6455,-0.465203462,0.013905883,-33.45371579,2.27E-245,2.08E-244
DONSON,645.5543,0.191501273,0.019369307,9.886842002,4.75E-23,7.80E-23
DOPEY1,1325.5035,0.113953635,0.01583951,7.194265251,6.28E-13,8.96E-13
DOPEY2,2071.945,-0.072874063,0.022067661,-3.302301212,0.00095895,0.001137852
DOT1L,2174.7227,0.506055742,0.017719238,28.55967869,2.13E-179,1.27E-178
DPAGT1,2099.5918,0.016204006,0.01253969,1.292217431,0.196281857,0.212773671
DPCD,789.10815,-0.588591267,0.01941126,-30.32215632,5.85E-202,4.05E-201
DPCR1,567.51624,3.720020766,0.0879504,42.29680305,0,0
DPEP1,1118.0782,2.024637429,0.068559172,29.53124118,1.14E-191,7.34E-191
DPEP2,149.45947,-0.886074548,0.033329409,-26.58536594,1.00E-155,5.09E-155
DPEP3,32.126865,-2.715228836,0.073486775,-36.94853729,7.69E-299,9.38E-298
DPF1,127.81173,1.125203975,0.059164123,19.0183496,1.20E-80,3.44E-80
DPF2,2590.281,-0.005626363,0.010188744,-0.552213595,0.580802021,0.607227872
DPF3,95.15934,-0.085267109,0.042786155,-1.992866826,0.046276032,0.051813987
DPH1,1510.3296,-0.227017762,0.012907823,-17.58761067,3.07E-69,7.99E-69
DPH2,1302.397,0.363234136,0.013947402,26.04313922,1.61E-149,7.82E-149
DPH3B,48.11371,0.363134503,0.019683901,18.44829938,5.38E-76,1.49E-75
DPH3,1314.97,-0.195657161,0.012170475,-16.076378,3.74E-58,8.83E-58
DPH5,923.97125,-0.202716201,0.011732525,-17.27813912,6.87E-67,1.75E-66
DPM1,1399.1199,0.385548201,0.012959836,29.74946688,1.76E-194,1.16E-193
DPM2,2272.9138,-0.18961635,0.014460205,-13.11297761,2.77E-39,5.48E-39
DPM3,1234.3981,-0.744427944,0.022688272,-32.8111347,4.08E-236,3.52E-235
DPP10,161.5852,0.932401217,0.085654278,10.88563514,1.35E-27,2.34E-27
DPP3,2806.254,0.460771177,0.014536837,31.69679642,1.72E-220,1.35E-219
DPP4,3096.1724,-1.62055376,0.048335611,-33.5271185,1.94E-246,1.79E-245
DPP6,1005.8246,0.719690962,0.080584327,8.930904861,4.23E-19,6.61E-19
DPP7,5762.558,-0.843345163,0.020279305,-41.58649329,0,0
DPP8,827.1694,0.275679411,0.020142097,13.68672847,1.22E-42,2.48E-42
DPP9,3403.4653,0.210540131,0.013467804,15.63284825,4.35E-55,9.98E-55
DPPA2,13.337434,-0.789049951,0.16540471,-4.770420076,1.84E-06,2.33E-06
DPPA3,39.324474,-6.983497022,0.203968027,-34.23819468,6.54E-257,6.46E-256
DPPA4,74.01615,-5.526939366,0.09496099,-58.20220864,0,0
DPPA5,28.469715,-12.94317528,0.43689072,-29.62565855,6.98E-193,4.54E-192
DPRXP4,7.5486035,-0.515402513,0.037548492,-13.72631712,7.06E-43,1.44E-42
DPRX,0.35152793,-0.572642358,0.1102695,-5.193116485,2.07E-07,2.68E-07
DPT,1122.1902,-1.407861586,0.056507957,-24.91439563,5.20E-137,2.30E-136
DPY19L1,2065.0996,0.207948212,0.021750395,9.560663651,1.17E-21,1.89E-21
DPY19L2P1,34.41408,-1.089506288,0.051886175,-20.99800727,6.84E-98,2.26E-97
DPY19L2P2,138.82999,-1.321579686,0.038019428,-34.76064076,9.57E-265,9.86E-264
DPY19L2P4,30.453444,-1.198366204,0.053289143,-22.48799923,5.44E-112,2.01E-111
DPY19L2,239.34686,-2.095501293,0.041870104,-50.04767383,0,0
DPY19L3,823.8363,-0.168070958,0.023988622,-7.006278069,2.45E-12,3.46E-12
DPY19L4,1977.0614,0.04112284,0.014420544,2.851684487,0.004348824,0.005059587
DPY30,1679.23,-0.171028691,0.013225083,-12.93214503,2.96E-38,5.79E-38
DPYD,1248.5807,-0.333880558,0.029903713,-11.16518731,6.04E-29,1.06E-28
DPYSL2,6387.8047,0.075833188,0.030153896,2.514871975,0.011907562,0.013667045
DPYSL3,9622.817,0.306590303,0.036360053,8.432064194,3.40E-17,5.16E-17
DPYSL4,413.63586,0.681407967,0.051971649,13.11114776,2.84E-39,5.61E-39
DPYSL5,436.12183,0.238272814,0.095906648,2.484424362,0.012976107,0.014873357
DPYS,1017.9102,-7.833609321,0.081434697,-96.19498291,0,0
DQX1,129.55482,2.236164726,0.055291148,40.44344893,0,0
DR1,2336.2812,0.289062037,0.0127147,22.73447514,2.04E-114,7.68E-114
DRAM1,2100.9446,-0.656010055,0.027505965,-23.84973779,1.02E-125,4.18E-125
DRAM2,1889.5592,-0.140645114,0.012125642,-11.59898276,4.17E-31,7.53E-31
DRAP1,3773.7585,-0.152764774,0.017124748,-8.920701984,4.63E-19,7.24E-19
DRD1,33.028313,0.490272907,0.05733337,8.551266155,1.22E-17,1.86E-17
DRD2,170.32846,-1.563854848,0.068661321,-22.77635829,7.87E-115,2.96E-114
DRD3,0.24919605,0.172790034,0.122691371,1.408330784,0.159033144,0.173243929
DRD4,34.602398,-0.429453543,0.036255055,-11.8453425,2.27E-32,4.17E-32
DRD5,8.206902,0.73153276,0.066143236,11.0598272,1.96E-28,3.44E-28
DRG1,2551.784,-0.019622997,0.011024893,-1.779881005,0.075095437,0.083314411
DRG2,1641.4761,-0.252696162,0.012233091,-20.65677092,8.49E-95,2.73E-94
DRGX,6.506219,-1.009001685,0.150085691,-6.722837311,1.78E-11,2.49E-11
DRP2,120.349365,1.338563685,0.049596702,26.98896583,1.99E-160,1.05E-159
DSC1,75.28391,4.040380916,0.074910754,53.93592609,0,0
DSC2,4499.2637,2.137973191,0.039460372,54.18025897,0,0
DSC3,4527.199,3.377341082,0.074337934,45.43226985,0,0
DSCAML1,295.25607,1.217347604,0.060230163,20.21159397,7.74E-91,2.41E-90
DSCAM,177.82008,2.982620895,0.085305979,34.96379646,7.99E-268,8.38E-267
DSCC1,388.8169,0.597154616,0.025769549,23.17287794,8.55E-119,3.34E-118
DSCR10,0.5331274,-0.713147368,0.165115237,-4.319088787,1.57E-05,1.95E-05
DSCR3,2055.4265,-0.055059356,0.011953482,-4.606135268,4.10E-06,5.17E-06
DSCR4,6.4725785,-0.989558168,0.177394552,-5.57828952,2.43E-08,3.20E-08
DSCR6,85.73515,-0.203417744,0.050217519,-4.050732657,5.11E-05,6.28E-05
DSCR8,37.54193,-1.135019378,0.141855982,-8.001209118,1.23E-15,1.83E-15
DSCR9,7.8745356,-0.142606914,0.031323589,-4.552700366,5.30E-06,6.66E-06
DSEL,776.4998,-0.257329281,0.037550216,-6.852937384,7.23E-12,1.02E-11
DSE,1727.2864,0.542039938,0.02237514,24.22509671,1.21E-129,5.10E-129
DSG1,1096.1298,4.195923,0.087976233,47.69382439,0,0
DSG2,8022.1426,1.081249398,0.039540401,27.34543363,1.22E-164,6.63E-164
DSG3,5458.839,3.895752167,0.092695504,42.02741242,0,0
DSG4,8.955211,3.080277298,0.082030429,37.55042309,0.00E+00,1.80E-307
DSN1,1036.3132,0.221177138,0.017337738,12.75697785,2.85E-37,5.51E-37
DSPP,1.5110244,1.268813635,0.073638365,17.23033407,1.57E-66,4.00E-66
DSP,28449.12,1.801946461,0.041694649,43.2176907,0,0
DSTN,15705.972,0.035047526,0.017659487,1.984628832,0.047185782,0.052806472
DSTYK,1634.8636,-0.386139988,0.017979597,-21.47656494,2.58E-102,8.84E-102
DST,10989.166,1.047163688,0.028422063,36.84333852,3.74E-297,4.51E-296
DTD1,1470.7756,0.225642096,0.016608508,13.58593441,4.85E-42,9.84E-42
DTHD1,24.806433,-0.60223591,0.05328192,-11.30281919,1.27E-29,2.26E-29
DTL,895.2761,0.472576809,0.030863061,15.31205222,6.35E-53,1.43E-52
DTNA,1835.9908,0.542571351,0.049814572,10.89182002,1.26E-27,2.19E-27
DTNBP1,846.75446,-0.354897118,0.013059056,-27.1763232,1.24E-162,6.62E-162
DTNB,947.75275,-0.497123933,0.019638838,-25.31330693,2.28E-141,1.04E-140
DTWD1,663.9772,-0.240542655,0.012799141,-18.79365545,8.51E-79,2.40E-78
DTWD2,411.40155,-0.144681489,0.017980576,-8.046543496,8.52E-16,1.27E-15
DTX1,511.33823,-0.256789371,0.038313102,-6.702390508,2.05E-11,2.86E-11
DTX2,1702.0885,0.960719819,0.02084809,46.08191142,0,0
DTX3L,4513.465,0.312527624,0.018125476,17.24245064,1.28E-66,3.25E-66
DTX3,1896.4723,-0.426489108,0.029490474,-14.46192793,2.11E-47,4.51E-47
DTX4,2870.4778,0.101022471,0.033511617,3.014550806,0.002573601,0.003014726
DTYMK,1375.066,0.140322775,0.017878374,7.848743844,4.20E-15,6.21E-15
DULLARD,4565.609,-0.062647363,0.010525905,-5.951731688,2.65E-09,3.56E-09
DUOX1,1964.5565,0.590762172,0.050667003,11.65970224,2.05E-31,3.71E-31
DUOX2,3287.76,1.028465505,0.068451433,15.02474756,5.06E-51,1.12E-50
DUOXA1,507.54044,0.809067299,0.06073418,13.32144932,1.74E-40,3.47E-40
DUOXA2,571.5329,1.382206568,0.073094396,18.90988427,9.46E-80,2.69E-79
DUPD1,0.772832,-0.146526922,0.137049777,-1.069151115,0.285001582,0.305611883
DUS1L,4399.687,-0.049828722,0.018017384,-2.765591328,0.005681969,0.006590282
DUS2L,569.2064,0.325002839,0.014378137,22.60395973,3.96E-113,1.48E-112
DUS3L,1089.9973,0.217846892,0.015831591,13.76026527,4.42E-43,9.04E-43
DUS4L,357.64944,0.114665159,0.012698727,9.029657629,1.72E-19,2.71E-19
DUSP10,848.216,-0.114582868,0.026750849,-4.283335816,1.84E-05,2.29E-05
DUSP11,1147.9286,0.368475177,0.011790165,31.25275779,2.05E-214,1.54E-213
DUSP12,642.2213,0.080062626,0.011697994,6.844133231,7.69E-12,1.08E-11
DUSP13,24.053545,-0.039977305,0.072758328,-0.549453317,0.582694393,0.609175061
DUSP14,1171.2937,0.331172822,0.019765681,16.75494143,5.21E-63,1.29E-62
DUSP15,218.60439,-1.636698311,0.046509188,-35.19085978,2.76E-271,2.93E-270
DUSP16,3148.7446,-0.122693207,0.018949029,-6.474907421,9.49E-11,1.31E-10
DUSP18,342.25345,0.677162564,0.019505187,34.71704997,4.36E-264,4.47E-263
DUSP19,200.73076,-0.2783578,0.020155074,-13.81080547,2.19E-43,4.51E-43
DUSP1,14369.713,-0.793006055,0.033827672,-23.4425255,1.58E-121,6.28E-121
DUSP21,0.23399106,0.166586579,0.188320145,0.88459245,0.37637648,0.400201011
DUSP22,1771.247,-0.313509496,0.013917781,-22.52582409,2.32E-112,8.59E-112
DUSP23,1938.4019,-0.699568298,0.024740482,-28.27625997,6.77E-176,3.94E-175
DUSP26,314.1962,0.377540066,0.066496945,5.677555085,1.37E-08,1.81E-08
DUSP27,216.62054,3.323132134,0.067847374,48.97952482,0,0
DUSP28,223.60812,-0.249591771,0.013723934,-18.18660571,6.59E-74,1.79E-73
DUSP2,682.4085,-0.089227686,0.033682717,-2.649064364,0.008071496,0.009319321
DUSP3,4661.248,-0.471229407,0.016955395,-27.79229949,5.37E-170,3.00E-169
DUSP4,1359.9175,-0.344734045,0.041276305,-8.351862953,6.72E-17,1.02E-16
DUSP5P,29.647366,0.332516188,0.046904303,7.089246946,1.35E-12,1.92E-12
DUSP5,2230.4172,-0.259813849,0.032885285,-7.900611212,2.78E-15,4.11E-15
DUSP6,5958.452,-0.454187217,0.028934961,-15.69683171,1.59E-55,3.66E-55
DUSP7,1932.0321,1.254760728,0.021996849,57.04274825,0,0
DUSP8,827.00494,0.201414006,0.028545278,7.055948395,1.71E-12,2.43E-12
DUSP9,293.94083,-0.288557629,0.061756373,-4.672515766,2.98E-06,3.76E-06
DUT,2397.4485,-0.009913533,0.013664626,-0.725488747,0.468152246,0.493839978
DUX4,1.5291907,-2.64752435,0.378553546,-6.993790913,2.68E-12,3.78E-12
DUXA,0.926477,0.606598696,0.109393176,5.545123746,2.94E-08,3.87E-08
DVL1,3534.2605,0.1369717,0.016361915,8.371373583,5.70E-17,8.63E-17
DVL2,1712.9932,0.002887278,0.01314143,0.219708086,0.826098507,0.845067808
DVL3,6024.871,0.41769681,0.0146078,28.59409463,7.96E-180,4.75E-179
DVWA,4.2614617,1.386636703,0.057187051,24.24738954,7.05E-130,2.97E-129
DYDC1,6.3694587,-2.31632062,0.09036225,-25.63371992,6.42E-145,3.01E-144
DYDC2,50.230373,-1.915977276,0.060686389,-31.57177935,9.01E-219,6.97E-218
DYM,1321.8994,-0.101258078,0.011965501,-8.462502235,2.62E-17,3.99E-17
DYNC1H1,20074.365,0.219466214,0.013195298,16.63215313,4.08E-62,9.99E-62
DYNC1I1,363.4878,-0.287999752,0.046309823,-6.218977546,5.00E-10,6.81E-10
DYNC1I2,3303.6372,0.015780711,0.012603742,1.252065552,0.210545979,0.227787522
DYNC1LI1,1685.0981,-0.11919985,0.010373672,-11.49061264,1.47E-30,2.64E-30
DYNC1LI2,5976.445,0.211212576,0.014367912,14.70029764,6.42E-49,1.39E-48
DYNC2H1,738.2419,-0.548600615,0.02920018,-18.78757657,9.54E-79,2.70E-78
DYNC2LI1,841.5905,-0.618993995,0.017482415,-35.4066646,1.35E-274,1.46E-273
DYNLL1,9001.577,0.187095816,0.012596788,14.85266076,6.69E-50,1.46E-49
DYNLL2,3577.4563,-0.164789783,0.016816258,-9.799432587,1.13E-22,1.85E-22
DYNLRB1,5970.7246,-0.232805689,0.014614536,-15.92973552,3.94E-57,9.22E-57
DYNLRB2,35.665108,-2.004551045,0.046810433,-42.82274053,0,0
DYNLT1,2997.1577,-0.085214763,0.016071539,-5.302215445,1.14E-07,1.49E-07
DYNLT3,1785.7914,0.268598844,0.020400122,13.16653155,1.37E-39,2.71E-39
DYRK1A,3319.2847,-0.194724595,0.011022785,-17.66564363,7.71E-70,2.02E-69
DYRK1B,1432.6299,-0.64688659,0.019243525,-33.61580459,9.86E-248,9.17E-247
DYRK2,1702.1946,0.464860158,0.018752742,24.78891684,1.18E-135,5.18E-135
DYRK3,350.20578,-0.415211296,0.021588857,-19.2326667,1.97E-82,5.74E-82
DYRK4,787.70966,-0.306301568,0.015969419,-19.18050792,5.39E-82,1.56E-81
DYSFIP1,13.457367,1.289462322,0.067677447,19.05305803,6.20E-81,1.78E-80
DYSF,1816.134,-0.943899961,0.028539122,-33.07389576,7.05E-240,6.22E-239
DYTN,2.0324638,-3.669938289,0.206475533,-17.77420423,1.12E-70,2.95E-70
DYX1C1,161.37732,-0.765091035,0.026110485,-29.30206127,9.76E-189,6.14E-188
DZIP1L,203.13428,0.173645947,0.029690843,5.84846803,4.96E-09,6.63E-09
DZIP1,864.455,-0.31781983,0.034016484,-9.343112183,9.35E-21,1.49E-20
DZIP3,1067.3546,-0.451124129,0.021522627,-20.96045864,1.51E-97,4.97E-97
E2F1,1108.8246,0.108316725,0.028379661,3.816702577,0.000135247,0.000164496
E2F2,498.01825,0.582366096,0.035194227,16.54720531,1.68E-61,4.09E-61
E2F3,1272.2289,0.10690392,0.018098139,5.906901192,3.49E-09,4.67E-09
E2F4,2916.6465,0.468996082,0.011724593,40.001055,0,0
E2F5,445.58768,0.078043011,0.025052451,3.115184683,0.001838298,0.002163222
E2F6,774.39655,0.016300513,0.011191218,1.456544942,0.145242035,0.158517347
E2F7,350.80817,1.175441948,0.037171569,31.62206942,1.84E-219,1.43E-218
E2F8,333.71307,1.117958029,0.037040061,30.18240247,4.03E-200,2.76E-199
E4F1,1339.0605,-0.285689071,0.013832339,-20.65370613,9.04E-95,2.91E-94
EAF1,1778.9963,0.115704023,0.013235102,8.742208962,2.29E-18,3.54E-18
EAF2,221.93988,-0.543757033,0.028406265,-19.14215136,1.13E-81,3.25E-81
EAPP,1677.8505,-0.171664194,0.010852044,-15.81860533,2.32E-56,5.38E-56
EARS2,1517.3541,-0.175999734,0.01237315,-14.22432711,6.47E-46,1.36E-45
EBAG9,1303.8242,-0.142950512,0.013640282,-10.48002585,1.07E-25,1.81E-25
EBF1,482.05154,-1.061248926,0.033411719,-31.76277552,2.12E-221,1.67E-220
EBF2,49.234303,-2.199333556,0.054961803,-40.01567311,0,0
EBF3,190.54813,-1.186363676,0.044843434,-26.45568327,3.14E-154,1.58E-153
EBF4,859.73315,-0.240055685,0.032926033,-7.290756485,3.08E-13,4.42E-13
EBI3,159.10097,-0.767787268,0.033880102,-22.66189392,1.07E-113,3.98E-113
EBNA1BP2,2881.2732,0.239118207,0.012915763,18.51367226,1.60E-76,4.44E-76
EBPL,1365.7184,0.136183381,0.020335471,6.696839272,2.13E-11,2.97E-11
EBP,3084.3848,-0.075985682,0.026680921,-2.847940707,0.004400312,0.005118905
ECD,1271.6576,-0.065201383,0.009843381,-6.623881129,3.50E-11,4.86E-11
ECE1,10289.3,-0.309512043,0.021436937,-14.43825859,2.97E-47,6.34E-47
ECE2,740.9127,0.522525173,0.02637495,19.81141851,2.37E-87,7.18E-87
ECEL1,269.6689,-2.048102553,0.061837755,-33.12058366,1.50E-240,1.33E-239
ECH1,8574.936,-0.478274033,0.018531583,-25.8085908,7.10E-147,3.39E-146
ECHDC1,2310.925,0.069682616,0.015370156,4.533631002,5.80E-06,7.28E-06
ECHDC2,2070.4597,-1.233764742,0.026667399,-46.26490675,0,0
ECHDC3,874.7465,-1.592013726,0.038750498,-41.08369734,0,0
ECHS1,8060.05,-0.648269812,0.021682034,-29.89893941,2.03E-196,1.35E-195
ECM1,4027.668,0.404129202,0.041036081,9.848143098,6.98E-23,1.15E-22
ECM2,700.6822,-1.091162335,0.034707238,-31.43904249,5.93E-217,4.52E-216
ECSCR,193.00249,-1.087601088,0.029311913,-37.10440473,2.39E-301,2.97E-300
ECSIT,2033.445,-0.098694979,0.016213482,-6.087216793,1.15E-09,1.55E-09
ECT2L,31.856554,-0.630452962,0.03442869,-18.31184873,6.66E-75,1.82E-74
ECT2,2206.2163,1.202447639,0.02772568,43.36945578,0,0
EDA2R,255.80531,-1.397962006,0.036294917,-38.51674365,0,0
EDARADD,763.7601,0.432891252,0.037366905,11.58488382,4.92E-31,8.87E-31
EDAR,165.1092,2.290101002,0.055578919,41.20448954,0,0
EDA,405.12158,-0.821169856,0.034585181,-23.74340212,1.29E-124,5.23E-124
EDC3,1785.0863,-0.013699771,0.010083271,-1.35866348,0.174253249,0.189398425
EDC4,3309.0176,0.075631097,0.010952654,6.905275696,5.01E-12,7.05E-12
EDDM3A,1.7528033,-2.360145914,0.10365151,-22.77000988,9.09E-115,3.42E-114
EDDM3B,1.3393562,-3.002171803,0.149818004,-20.0387919,2.53E-89,7.77E-89
EDEM1,3394.9724,-0.182228228,0.018452883,-9.875325377,5.33E-23,8.74E-23
EDEM2,1883.0588,-0.147701947,0.013643871,-10.82551638,2.61E-27,4.51E-27
EDEM3,2900.8613,0.154731925,0.018694673,8.276792075,1.27E-16,1.91E-16
EDF1,10650.087,-0.507820414,0.017861847,-28.43045316,8.50E-178,5.01E-177
EDIL3,770.1966,0.084464246,0.045640738,1.850632777,0.064222401,0.071487363
EDN1,720.25226,0.252478124,0.037339894,6.761618735,1.36E-11,1.91E-11
EDN2,255.97581,0.230516531,0.057513229,4.008061004,6.12E-05,7.51E-05
EDN3,363.1148,-0.563414213,0.079183264,-7.115319342,1.12E-12,1.59E-12
EDNRA,1025.2382,-0.192733962,0.03276251,-5.882759307,4.03E-09,5.40E-09
EDNRB,3657.513,-0.511097131,0.0489126,-10.44919168,1.48E-25,2.50E-25
EEA1,1676.8156,0.335033229,0.017140197,19.54663821,4.41E-85,1.31E-84
EED,836.3436,0.178282529,0.011648807,15.3047886,7.10E-53,1.60E-52
EEF1A1P9,15985.28,-0.254889426,0.026324224,-9.682694936,3.57E-22,5.81E-22
EEF1A1,199233.05,-0.261971963,0.016184814,-16.1862816,6.30E-59,1.50E-58
EEF1A2,3470.627,-1.387182282,0.061589877,-22.52289403,2.48E-112,9.17E-112
EEF1B2,9146.902,0.034770341,0.016951094,2.051215188,0.040245996,0.045164162
EEF1DP3,6.147503,0.222487135,0.033732105,6.595708654,4.23E-11,5.87E-11
EEF1D,20960.29,-0.315631166,0.018063436,-17.47348441,2.28E-68,5.90E-68
EEF1E1,751.87933,0.003954028,0.013431318,0.294388675,0.76846092,0.79115529
EEF1G,41886.617,-0.193550861,0.016475819,-11.74757132,7.27E-32,1.33E-31
EEF2K,2361.2034,-0.100085965,0.014296746,-7.000611575,2.55E-12,3.61E-12
EEF2,123244,-0.100671497,0.015220401,-6.614247547,3.73E-11,5.19E-11
EEFSEC,1235.6779,-0.01402496,0.013187304,-1.063519858,0.287546265,0.30827564
EEPD1,946.723,0.917256827,0.027474065,33.38627978,2.17E-244,1.97E-243
EFCAB10,26.140797,-0.78968856,0.037492558,-21.0625418,1.76E-98,5.83E-98
EFCAB1,121.52856,-1.106168847,0.057616484,-19.19882599,3.79E-82,1.10E-81
EFCAB2,366.1674,-0.786486413,0.02318317,-33.92488714,2.86E-252,2.75E-251
EFCAB3,2.3789523,-0.991996442,0.054856257,-18.08356059,4.29E-73,1.16E-72
EFCAB4A,1260.276,-0.506534543,0.038842895,-13.04059695,7.19E-39,1.41E-38
EFCAB4B,239.20973,0.652086406,0.0370966,17.57806387,3.63E-69,9.45E-69
EFCAB5,12.861018,0.015422601,0.036633019,0.421002727,0.67375309,0.69930865
EFCAB6,82.593155,-1.438879745,0.032522751,-44.24225258,0,0
EFCAB7,272.01428,-0.231780279,0.016190037,-14.31622907,1.73E-46,3.67E-46
EFEMP1,4725.5586,-0.537163627,0.040409906,-13.29287013,2.55E-40,5.08E-40
EFEMP2,2672.7158,-1.167177777,0.027150908,-42.98853542,0,0
EFHA1,1820.3855,-0.048993795,0.013177568,-3.717969556,0.00020083,0.000242812
EFHA2,202.45447,-0.734209265,0.036166782,-20.30065243,1.27E-91,3.98E-91
EFHB,40.866352,-0.700310171,0.045973734,-15.23283212,2.14E-52,4.80E-52
EFHC1,751.7958,-0.7079631,0.020396481,-34.71006181,5.55E-264,5.69E-263
EFHC2,96.76129,-1.215083544,0.042770597,-28.40931912,1.55E-177,9.13E-177
EFHD1,3052.3433,-1.851368007,0.04708931,-39.31609978,0,0
EFHD2,6071.6494,0.738213484,0.021354765,34.56902896,7.38E-262,7.44E-261
EFNA1,5194.928,-0.171262977,0.0282077,-6.071497317,1.27E-09,1.71E-09
EFNA2,34.77566,2.384349471,0.078414394,30.4070382,4.43E-203,3.08E-202
EFNA3,690.2584,1.076999091,0.031057288,34.67782191,1.70E-263,1.74E-262
EFNA4,731.6825,0.212593509,0.024880142,8.544706424,1.29E-17,1.97E-17
EFNA5,777.03467,-0.420788991,0.037527853,-11.21271164,3.53E-29,6.24E-29
EFNB1,3381.3616,1.335887679,0.025369407,52.6574266,0,0
EFNB2,2837.3235,0.776316,0.027422642,28.30930754,2.65E-176,1.55E-175
EFNB3,478.4392,-0.169737743,0.043942039,-3.862764341,0.000112111,0.000136667
EFR3A,4173.4897,-0.0179516,0.016068346,-1.117202722,0.263907657,0.283589992
EFR3B,698.6443,-0.170336254,0.043375638,-3.927002899,8.60E-05,0.000105114
EFS,1458.4109,0.744795894,0.039776919,18.72432348,3.14E-78,8.81E-78
EFTUD1,1223.6785,0.086184546,0.011279358,7.64090872,2.16E-14,3.15E-14
EFTUD2,5122.1367,0.303008382,0.011161999,27.14642679,2.79E-162,1.49E-161
EGFL6,390.83853,0.412956278,0.053807611,7.674681565,1.66E-14,2.43E-14
EGFL7,1736.1467,-1.173846527,0.027125842,-43.27410508,0,0
EGFL8,412.07715,-1.060489407,0.032027893,-33.11143246,2.03E-240,1.80E-239
EGFLAM,538.85376,-1.320349972,0.036242345,-36.43114049,1.37E-290,1.60E-289
EGFR,3894.1262,1.146913227,0.042545584,26.95728019,4.69E-160,2.46E-159
EGF,486.08374,-2.403375395,0.058666224,-40.96693503,0,0
EGLN1,3368.3853,-0.19329332,0.015935028,-12.13008993,7.32E-34,1.36E-33
EGLN2,3681.1858,-0.424753878,0.014414079,-29.46798499,7.41E-191,4.72E-190
