,Hugo,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
201,ACTB,233890.72,-0.0880394851570556,0.0127705924114044,-6.893923345203188,5.427427785158744e-12,7.585432984008161e-12
5524,EMD,2882.855,-0.2314512108247638,0.0110522492534234,-20.94154823309577,2.2405893502474395e-97,6.957925348030449e-97
8594,ITGA10,256.37112,0.8067558446099464,0.0388686494640911,20.755952566740664,1.0831441224999912e-95,3.315052794644817e-95
8595,ITGA11,1328.6896,0.9749202823283823,0.0371181153117802,26.265349793203804,4.773825595148321e-152,2.2399242980323732e-151
8596,ITGA1,2086.7925,1.1845629057541036,0.0275060281272686,43.06557458144108,0.0,0.0
8597,ITGA2B,73.84057,-0.9388738014199088,0.0417257867301908,-22.50104491716111,4.0539862878335963e-112,1.4171549937157316e-111
8598,ITGA2,2674.0305,-0.2017542614579878,0.0332844439680517,-6.061518156999783,1.348426622939068e-09,1.8091879277986351e-09
8599,ITGA3,13166.841,-0.1073198346201229,0.0329834358324364,-3.2537494021342326,0.0011389270147373,0.0013447436694913
8600,ITGA4,1181.2261,-0.3298450517806813,0.0350291691421062,-9.416296756642057,4.672782920058482e-21,7.401057061573878e-21
8601,ITGA5,6351.883,0.7141842108395058,0.0261805868308915,27.27915212338983,7.497964131698742e-164,3.833527166179174e-163
8602,ITGA6,10174.989,-0.5581299308297619,0.0283771235675545,-19.6683053340864,4.030265590841362e-86,1.1503179190234025e-85
8603,ITGA7,1662.0345,1.5809832144635283,0.0319604175966847,49.466913555833,0.0,0.0
8604,ITGA8,230.19702,2.387693356572273,0.0442195019797026,53.99638733308796,0.0,0.0
8605,ITGA9,577.3119,1.0740337013606391,0.0331468090327351,32.40232567484687,2.545291194380305e-230,2.1386538764502117e-229
8606,ITGAD,29.31311,-0.20172131387367,0.0493601891264671,-4.086720846162771,4.375130124782792e-05,5.375574786388224e-05
8607,ITGAE,632.2127,-0.245275586918196,0.0158104336834826,-15.513526815803866,2.810103800370573e-54,6.183625515752757e-54
8608,ITGAL,1399.5502,-0.5487407922782523,0.0334837095302745,-16.38829149984424,2.3187045278512483e-60,5.375370699444725e-60
8609,ITGAM,833.53314,0.0841515721138804,0.0307037775250924,2.7407563139456776,0.0061297950917231,0.0070506496199091
8610,ITGAV,8079.182,0.7832317761552245,0.0200298896342078,39.10314986546855,0.0,0.0
8611,ITGAX,1140.9297,-0.1855709141950898,0.0289996020678445,-6.39908484816263,1.5631096827401375e-10,2.1296493362046748e-10
8615,ITGB1,23310.725,0.4207979686885394,0.0166156766585397,25.32535853556503,1.679430843852656e-141,7.251650593848615e-141
8616,ITGB2,4903.7603,-0.1241269005025252,0.0291102283808385,-4.2640304596246486,2.0077205698589e-05,2.484662517886897e-05
8618,ITGB3,1107.8042,1.2820926427280237,0.0407641401577413,31.451482547327707,4.006195800203601e-217,3.0570517352453186e-216
8619,ITGB4,12088.66,-1.0072673543096262,0.0359836480726885,-27.99236342782428,2.012616479180278e-172,1.095291603839382e-171
8620,ITGB5,7625.4683,0.2024452726025105,0.0198772944408351,10.1847499017077,2.319555587117496e-24,3.8321701045301556e-24
8621,ITGB6,2860.9648,-0.2534849572993147,0.0549951655896183,-4.609222548593729,4.041775111725919e-06,5.079727112761775e-06
8622,ITGB7,640.1314,-0.5232624779330174,0.0284682760715623,-18.380546704607664,1.8806375261135643e-75,4.94675702766745e-75
8623,ITGB8,3900.2178,0.7130982363176238,0.0382858057112833,18.625655724608784,1.990395146193596e-77,5.315814611223326e-77
9610,LMNB1,2471.7854,-0.6551926510234068,0.0250856040585581,-26.118272834649257,2.2609586324550141e-150,1.0478228271830556e-149
9611,LMNB2,4642.2944,-0.5744518125278748,0.0191720073163894,-29.963049932533536,2.9749154408776963e-197,1.9344076480622493e-196
13521,PLCB2,1011.5333,-0.4454982120028674,0.0298745128535985,-14.91231720450313,2.7407350956781465e-50,5.8287502154926765e-50
14412,PXN,7312.8354,-0.0061233700207099,0.0144489411415326,-0.4237936856915201,0.671716283503675,0.6857623014668197
14601,RAP1A,2791.7554,0.3742746159485611,0.0120890486415664,30.95980726404485,1.874824134779112e-210,1.3597985236896312e-209
14602,RAP1B,4811.0806,0.0439273284309993,0.0134242082097052,3.2722472524853603,0.001066962226532,0.0012609440976354
17463,SUN1,5445.868,0.0301736310446805,0.0117671884935726,2.564217532604476,0.0103408711513741,0.0118062918220517
17464,SUN2,7713.8096,0.2436543954453766,0.0155491488217881,15.669950698777606,2.4276762419792933e-55,5.386927586970729e-55
17465,SUN3,5.2899704,-1.2115428905101044,0.0714955472216902,-16.9457111329382,2.07015673726176e-64,4.963061824530401e-64
17466,SUN5,0.02298417,-0.46045753699587,0.8656582662967074,-0.5319160630969434,0.594784131460054,0.610805050814388
17519,SYNE1,3123.5625,1.342235554918651,0.0262285209992761,51.17465658683904,0.0,0.0
17520,SYNE2,6792.056,0.3481258094959947,0.0200949634516223,17.324032976426682,3.098602487684234e-67,7.619814959145226e-67
17672,TAZ,1036.6992,-0.448703402696364,0.0132071270362241,-33.97433836031648,5.333105361632954e-253,5.286109642526062e-252
18037,TLN1,19043.738,0.496815609743475,0.0147752423121575,33.624870526467134,7.265987748767368e-248,6.944988008317128e-247
18038,TLN2,1954.1958,0.8780712465332884,0.0243972075117898,35.990645491249964,1.171727255914963e-283,1.432744456647011e-282
19669,YAP1,6025.6074,0.4233581755945025,0.0226391237648366,18.70028981651964,4.923638754527821e-78,1.321212091781098e-77
20496,ZYX,10635.733,0.1663083615438005,0.0170937198737468,9.72920831581094,2.263476743986501e-22,3.6451608156004727e-22
